colour	fill	size	x	y
#7CAE00	#7CAE00	1.83	0.398704817552002	0.527065176715964
#7CAE00	#7CAE00	2.47	0.357662620358563	0.575861418628738
#7CAE00	#7CAE00	3.03	0.416272803967309	0.671151582004749
#7CAE00	#7CAE00	2.82	0.419703086138388	0.650280503696033
#7CAE00	#7CAE00	3.75	0.348332517858457	0.721684219928568
#7CAE00	#7CAE00	2.47	0.386090196985562	0.598450974096473
#7CAE00	#7CAE00	2.16	0.348098110300816	0.491375721516521
#7CAE00	#7CAE00	1.77	0.407255747439506	0.528331183760723
#7CAE00	#7CAE00	1.85	0.379128929349354	0.494433383489394
#7CAE00	#7CAE00	1.82	0.442701716073053	0.554876035966314
#7CAE00	#7CAE00	4.13	0.435221401454046	0.784027599119315
#7CAE00	#7CAE00	3	0.344148383061187	0.63323604713455
#7CAE00	#7CAE00	2.04	0.359820605474887	0.49110363501518
#7CAE00	#7CAE00	2.88	0.277968739788264	0.505641423177743
#7CAE00	#7CAE00	2.76	0.363938702450109	0.618657071065894
#7CAE00	#7CAE00	2.31	0.457164168954007	0.606685026814849
#7CAE00	#7CAE00	1.75	0.392652223728248	0.501481700987006
#7CAE00	#7CAE00	1.07	0.454217061276134	0.475609163583953
#7CAE00	#7CAE00	4.09	0.223758183707749	0.66386885606906
#7CAE00	#7CAE00	3.97	0.18850375386249	0.579922292751843
#7CAE00	#7CAE00	2.79	0.286415923182214	0.501073450979315
#7CAE00	#7CAE00	3.28	0.401929652239543	0.69268861910181
#7CAE00	#7CAE00	4.35	0.131400282987967	0.49968443644217
#7CAE00	#7CAE00	1.91	0.373936923369272	0.49548315944065
#7CAE00	#7CAE00	2.3	0.333806007751933	0.493564448317179
#7CAE00	#7CAE00	2.19	0.373203442018713	0.551040610967358
#7CAE00	#7CAE00	4	0.248798232103901	0.679834508034183
#7CAE00	#7CAE00	2.57	0.442638946890262	0.630099305111354
#7CAE00	#7CAE00	2.3	0.458142395313839	0.605147640416194
#7CAE00	#7CAE00	2.84	0.341125073553089	0.610123919678111
#7CAE00	#7CAE00	2.55	0.349027163800713	0.577611270084079
#7CAE00	#7CAE00	3.07	0.279009330014205	0.566007858919915
#7CAE00	#7CAE00	2.13	0.380285130790529	0.550689927432938
#7CAE00	#7CAE00	1.62	0.41355146813359	0.512587565268204
#7CAE00	#7CAE00	2.93	0.272643236895511	0.504505951995675
#7CAE00	#7CAE00	2.32	0.453471638535282	0.607390781027277
#7CAE00	#7CAE00	3.26	0.237857925656017	0.483597593105207
#7CAE00	#7CAE00	2.39	0.333166941381353	0.521604531860706
#7CAE00	#7CAE00	2.18	0.456811060271299	0.594036663202554
#7CAE00	#7CAE00	2.61	0.302540172252874	0.489362130740575
#7CAE00	#7CAE00	2.26	0.403366007431585	0.585516533750954
#7CAE00	#7CAE00	1.6	0.455225224183296	0.535417157471085
#7CAE00	#7CAE00	2.99	0.319547495036626	0.609105650468588
#7CAE00	#7CAE00	2.34	0.425228532814539	0.602787279368654
#7CAE00	#7CAE00	3.35	0.311124849268743	0.650407461749602
#7CAE00	#7CAE00	1.86	0.455439777654224	0.562219561495706
#7CAE00	#7CAE00	3.23	0.333345723831313	0.653634108144165
#7CAE00	#7CAE00	1.86	0.38561286492292	0.513119323375275
#7CAE00	#7CAE00	3.1	0.302895014683078	0.607441329212117
#7CAE00	#7CAE00	2.92	0.305906378519983	0.581566100571088
#7CAE00	#7CAE00	1.62	0.460858615558787	0.538276674872298
#7CAE00	#7CAE00	2.07	0.374054261461266	0.532871403626923
#7CAE00	#7CAE00	4.33	0.134537197624186	0.510920605071375
#7CAE00	#7CAE00	4.12	0.460255655911054	0.784447902940619
#7CAE00	#7CAE00	3.23	0.323065146861273	0.64484468356567
#7CAE00	#7CAE00	2.81	0.394203095110594	0.640517297023636
#7CAE00	#7CAE00	3	0.263123455176338	0.471341533578598
#7CAE00	#7CAE00	2.8	0.400783548338262	0.642014780493675
#7CAE00	#7CAE00	1.4	0.420647066803411	0.477274244785246
#7CAE00	#7CAE00	3.35	0.37879197185962	0.691453748362335
#7CAE00	#7CAE00	2.49	0.377464543036257	0.5949839907349
#7CAE00	#7CAE00	3.25	0.315138385606693	0.640235452674278
#7CAE00	#7CAE00	2.98	0.355854650601017	0.638266012415326
#7CAE00	#7CAE00	1.84	0.391428007402114	0.518488404193004
#7CAE00	#7CAE00	2.66	0.302524027372338	0.515562114666173
#7CAE00	#7CAE00	1.8	0.395379947045364	0.517279708974416
#7CAE00	#7CAE00	2.28	0.360079043661485	0.548936942411482
#7CAE00	#7CAE00	2.87	0.4185300863672	0.655253338359065
#00BFC4	#00BFC4	1.93	0.380475529789798	0.422135847823833
#00BFC4	#00BFC4	1.85	0.409522669715677	0.39883531267738
#00BFC4	#00BFC4	3.58	0.277671156259539	0.289426491112521
#00BFC4	#00BFC4	1.93	0.461516601776484	0.369973521687066
#00BFC4	#00BFC4	2.85	0.277642508429007	0.468461860488675
#00BFC4	#00BFC4	2.81	0.30877784274936	0.372841927572302
#00BFC4	#00BFC4	3.6	0.441048997318649	0.207303303062356
#00BFC4	#00BFC4	1.69	0.402265145270342	0.431039898777624
#00BFC4	#00BFC4	1.26	0.455222490578822	0.438629649634742
#00BFC4	#00BFC4	1.26	0.440414665123574	0.450400106855219
#00BFC4	#00BFC4	3.09	0.269467305768021	0.389517797556332
#00BFC4	#00BFC4	4	0.228546711252773	0.284082011411182
#00BFC4	#00BFC4	3.15	0.272608380192753	0.368326088722345
#00BFC4	#00BFC4	1.47	0.464506756049969	0.414963768911247
#00BFC4	#00BFC4	2.43	0.418367332661163	0.329143572405276
#00BFC4	#00BFC4	4.03	0.399914524116725	0.171417374012001
#00BFC4	#00BFC4	2.86	0.302340613120578	0.374993441004162
#00BFC4	#00BFC4	4.07	0.190936851951214	0.33104884012682
#00BFC4	#00BFC4	3.37	0.353971207636631	0.256754458116173
#00BFC4	#00BFC4	2.65	0.415780275594024	0.307076307093925
#00BFC4	#00BFC4	2.1	0.382653083381999	0.390256048902958
#00BFC4	#00BFC4	2.51	0.449113223619266	0.313753673581313
#00BFC4	#00BFC4	2.89	0.389263359991867	0.292700845515287
#00BFC4	#00BFC4	2.34	0.366215686949625	0.37413938605204
#00BFC4	#00BFC4	2.51	0.443173198202105	0.315367987508059
#00BFC4	#00BFC4	2.28	0.33394191241692	0.463653011065889
#00BFC4	#00BFC4	4.43	0.415888320359481	0.128484147017008
#00BFC4	#00BFC4	4.79	0.454101208500131	0.0896376483432786
#00BFC4	#00BFC4	2.78	0.446543728075235	0.287472740963426
#00BFC4	#00BFC4	2.43	0.425252370184124	0.326746693322426
#00BFC4	#00BFC4	2.89	0.279749398490514	0.421490713156462
#00BFC4	#00BFC4	3.89	0.366128986858656	0.19542187097948
#00BFC4	#00BFC4	3.18	0.279388842888887	0.351535179779055
#00BFC4	#00BFC4	4.41	0.143943782264352	0.354613046191031
#00BFC4	#00BFC4	2.83	0.292284691693248	0.401443292490122
#00BFC4	#00BFC4	4.16	0.437943334427605	0.152169374372039
#00BFC4	#00BFC4	1.86	0.381913194325065	0.435026055837708
#00BFC4	#00BFC4	2.11	0.35816953448935	0.429372066054864
#00BFC4	#00BFC4	2.65	0.300881207189284	0.435644237732443
#00BFC4	#00BFC4	3.01	0.457260147346496	0.264540493241488
#00BFC4	#00BFC4	2.26	0.424801636011283	0.345071087268045
#00BFC4	#00BFC4	2	0.441002872460812	0.366772664287816
#00BFC4	#00BFC4	1.92	0.461357594765196	0.37084286980289
#00BFC4	#00BFC4	3.21	0.405446484273707	0.253405546773803
#00BFC4	#00BFC4	2.32	0.361932426575047	0.381862172288187
#00BFC4	#00BFC4	3.45	0.301249203917762	0.284954330072657
#00BFC4	#00BFC4	1.49	0.412254502996886	0.46260679366447
#00BFC4	#00BFC4	2.21	0.353849552393635	0.41313977579286
#00BFC4	#00BFC4	1.22	0.453302094256784	0.443693067699291
#00BFC4	#00BFC4	2.38	0.369319137483959	0.364839082619365
#00BFC4	#00BFC4	4.13	0.152287535141852	0.460372551437446
#00BFC4	#00BFC4	4.35	0.181683684832786	0.289842087374621
#00BFC4	#00BFC4	1.52	0.414953643262229	0.443421905091294
#00BFC4	#00BFC4	3.5	0.451179149856375	0.216725958578842
#00BFC4	#00BFC4	1.69	0.398507882126595	0.438938510735922
#00BFC4	#00BFC4	3.06	0.258827215303619	0.445634640658515
#00BFC4	#00BFC4	3.82	0.18977601669196	0.405343533988855
#00BFC4	#00BFC4	3	0.333990628453787	0.314169685122749
#00BFC4	#00BFC4	2.27	0.340238523047489	0.43418406866746
#00BFC4	#00BFC4	2.31	0.356613712114633	0.390730845756783
#00BFC4	#00BFC4	3.05	0.281967591058312	0.372140199308445
#00BFC4	#00BFC4	2.8	0.431447748026077	0.288116608821242
#00BFC4	#00BFC4	2.8	0.289970919222467	0.417885546171963
#00BFC4	#00BFC4	2.9	0.294905158999673	0.379229238382169
#00BFC4	#00BFC4	2.97	0.30732542452032	0.347108483594984
#00BFC4	#00BFC4	2.02	0.389893759881759	0.394487618876559
#00BFC4	#00BFC4	2.36	0.436064546288868	0.331036073077354
#00BFC4	#00BFC4	4.17	0.19173621176437	0.308341362243006
#00BFC4	#00BFC4	1.25	0.45048989463385	0.442135218077571
#00BFC4	#00BFC4	2.91	0.360928943031264	0.305499041903771
#00BFC4	#00BFC4	3.73	0.191725623323683	0.454997334111315
#00BFC4	#00BFC4	3.22	0.349354906638219	0.277219550497592
#00BFC4	#00BFC4	1.95	0.373681900464158	0.432966336255372
#00BFC4	#00BFC4	3.95	0.180754487784464	0.389195508021369
#00BFC4	#00BFC4	1.7	0.426556648513549	0.405142194913
#00BFC4	#00BFC4	2.16	0.345467591276614	0.465346732630155
#00BFC4	#00BFC4	2.07	0.370693732258135	0.411861402156726
#00BFC4	#00BFC4	2.27	0.450106557092963	0.337354321834182
#00BFC4	#00BFC4	2.55	0.314382106973779	0.424324207601178
#00BFC4	#00BFC4	3.56	0.208666179333188	0.453240725710145
#00BFC4	#00BFC4	1.67	0.394107290470881	0.461653858262223
#00BFC4	#00BFC4	3.05	0.260542483816875	0.44014066479253
#00BFC4	#00BFC4	3.59	0.229389446191627	0.359545335263839
#00BFC4	#00BFC4	1.88	0.381399125557581	0.431680798584046
#00BFC4	#00BFC4	2.63	0.393257379562234	0.318546786628168
#00BFC4	#00BFC4	3.06	0.382420456655649	0.276877796546721
#00BFC4	#00BFC4	3.61	0.240101869997039	0.333782940211141
#00BFC4	#00BFC4	1.64	0.418426305296733	0.419106858922575
#00BFC4	#00BFC4	2.15	0.458182220844802	0.348453973491486
#00BFC4	#00BFC4	1.53	0.449198881000284	0.412606511414746
#00BFC4	#00BFC4	1.69	0.442633170432097	0.397945459959245
#00BFC4	#00BFC4	2.32	0.32998784239203	0.462569990401942
#00BFC4	#00BFC4	4.94	0.275726825980366	0.123707062983366
#00BFC4	#00BFC4	2.27	0.339525390643637	0.435212109264285
#00BFC4	#00BFC4	2.02	0.369480309458967	0.425078877992749
#00BFC4	#00BFC4	2.56	0.380396637709583	0.333474633744302
#00BFC4	#00BFC4	2.3	0.446137344903059	0.335033371634969
#00BFC4	#00BFC4	2.48	0.381604494539565	0.342508085878094
#00BFC4	#00BFC4	4.2	0.272210001923351	0.213316287821939
#00BFC4	#00BFC4	1.1	0.457946630859631	0.45451457185736
#00BFC4	#00BFC4	1.66	0.424987228597392	0.410548678735936
#00BFC4	#00BFC4	4.37	0.264748688969317	0.19783201782769
#00BFC4	#00BFC4	3.7	0.298603002669878	0.254409302306386
#00BFC4	#00BFC4	4.02	0.274776812565238	0.233445750136954
#00BFC4	#00BFC4	1.37	0.432198722805229	0.443313554514488
#00BFC4	#00BFC4	1.27	0.462841133925623	0.435564539731068
#00BFC4	#00BFC4	1.63	0.467225426573032	0.39937239439541
#00BFC4	#00BFC4	2.87	0.289430698282612	0.399998141074988
#00BFC4	#00BFC4	2.82	0.460722581958982	0.282692839947965
#00BFC4	#00BFC4	3.37	0.291983306298466	0.305280898913277
#00BFC4	#00BFC4	1.21	0.440691736385772	0.461581629699064
#00BFC4	#00BFC4	2.16	0.386797087345273	0.377857327938162
#00BFC4	#00BFC4	4.57	0.160637181288746	0.282624049920083
#00BFC4	#00BFC4	2.03	0.378128784822771	0.407844036475019
#00BFC4	#00BFC4	1.7	0.408590295297747	0.420718404181047
#00BFC4	#00BFC4	1.62	0.426730566455813	0.413823403085235
#00BFC4	#00BFC4	3.4	0.447591788869717	0.226906160634397
#00BFC4	#00BFC4	1.51	0.448806425292466	0.414980353518465
#00BFC4	#00BFC4	2.48	0.341975964014259	0.382252553407573
#00BFC4	#00BFC4	1.78	0.451856527609555	0.385852425798579
#00BFC4	#00BFC4	2.7	0.344626687753243	0.344663594281528
#00BFC4	#00BFC4	3.86	0.405534163129781	0.187604018854243
#00BFC4	#00BFC4	2.41	0.367946181511993	0.362475146250859
#00BFC4	#00BFC4	2.39	0.376579202721261	0.357943231688161
#00BFC4	#00BFC4	2.19	0.375799461760448	0.385615137772344
#00BFC4	#00BFC4	2.8	0.288493734808934	0.422951437834821
#00BFC4	#00BFC4	2.34	0.399016558736389	0.347467999708088
#00BFC4	#00BFC4	2.71	0.312140809575287	0.387407109664911
#00BFC4	#00BFC4	1.8	0.381616943297356	0.461289859369484
#00BFC4	#00BFC4	1.66	0.467071726952332	0.396487143950403
#00BFC4	#00BFC4	4.06	0.159035156108564	0.464352844807792
#00BFC4	#00BFC4	1.96	0.380239621987739	0.416632333441576
#00BFC4	#00BFC4	1.46	0.419528010921953	0.447021021192198
#00BFC4	#00BFC4	1	0.46235460357483	0.463800949681151
#00BFC4	#00BFC4	2.65	0.327906946113691	0.372708692986944
#00BFC4	#00BFC4	3.33	0.419583314198793	0.237107777426755
#00BFC4	#00BFC4	2.44	0.364005465309827	0.361902841201483
#00BFC4	#00BFC4	2.69	0.361590416383628	0.331350300042475
#00BFC4	#00BFC4	2.21	0.445416645305917	0.344499241803581
#00BFC4	#00BFC4	4.1	0.156574140919508	0.436119142705941
#00BFC4	#00BFC4	1.59	0.40857950481211	0.440011673888424
#00BFC4	#00BFC4	4.95	0.202977766425751	0.175035882601825
#00BFC4	#00BFC4	3.01	0.321544349982638	0.325753466157711
#00BFC4	#00BFC4	1.45	0.418591499631008	0.452737739051487
#00BFC4	#00BFC4	1.72	0.39250451282415	0.445676077732799
#00BFC4	#00BFC4	2.39	0.381647172565516	0.353119484124535
#00BFC4	#00BFC4	2.4	0.424009175669141	0.330315901049594
#00BFC4	#00BFC4	3.06	0.276435570307325	0.382852606660968
#00BFC4	#00BFC4	1.55	0.421489975613425	0.428974533150153
#00BFC4	#00BFC4	4.34	0.133941288357552	0.423470973054043
#00BFC4	#00BFC4	4.78	0.405195527067604	0.0951572207310455
#00BFC4	#00BFC4	2.63	0.358245917696561	0.342003474065677
#00BFC4	#00BFC4	1.92	0.3695282141513	0.463708627834896
#00BFC4	#00BFC4	2.7	0.436781912628807	0.296829480327306
#00BFC4	#00BFC4	2.02	0.368633164727341	0.426215610906753
#00BFC4	#00BFC4	2.17	0.350031528507894	0.435618002014317
#00BFC4	#00BFC4	1.89	0.379832527017687	0.432516220934197
#00BFC4	#00BFC4	2.31	0.438565784065739	0.335465140706673
#00BFC4	#00BFC4	1.6	0.406823540468025	0.441344248378248
#00BFC4	#00BFC4	3.88	0.240812533053569	0.287640205359372
#00BFC4	#00BFC4	1.6	0.466881478286802	0.402849194531799
#00BFC4	#00BFC4	1.83	0.42545376057725	0.391040305752458
#00BFC4	#00BFC4	2.54	0.356776252185882	0.354746678929245
#00BFC4	#00BFC4	3.36	0.309869892568113	0.288245129730227
#00BFC4	#00BFC4	2.69	0.428166006383647	0.299930016264394
#00BFC4	#00BFC4	3.52	0.227020450389167	0.382727622620125
#00BFC4	#00BFC4	2.24	0.414952496004718	0.351011624281021
#00BFC4	#00BFC4	2.95	0.365246820204219	0.298256403049603
#00BFC4	#00BFC4	1.84	0.415447422395395	0.395800312452053
#00BFC4	#00BFC4	2.13	0.355657345839097	0.429410047899055
#00BFC4	#00BFC4	3.34	0.396241723551905	0.242975202546913
#00BFC4	#00BFC4	2.08	0.353418418332789	0.461209862280715
#00BFC4	#00BFC4	1.97	0.374267498214454	0.426321854946907
#00BFC4	#00BFC4	2.75	0.289587642874959	0.441770145708366
#00BFC4	#00BFC4	4.46	0.158050152453257	0.309974412355237
#00BFC4	#00BFC4	1.91	0.402702088009705	0.397038680987871
#00BFC4	#00BFC4	1.34	0.430897268967343	0.450011885477243
#00BFC4	#00BFC4	2.28	0.463101855123612	0.335739122880121
#00BFC4	#00BFC4	1.58	0.431102191465167	0.41644088854727
#00BFC4	#00BFC4	3.28	0.245887157525795	0.400697149322807
#00BFC4	#00BFC4	2.18	0.403929907144477	0.363580326966729
#00BFC4	#00BFC4	2.88	0.281119594996863	0.422148434080247
#00BFC4	#00BFC4	1.48	0.430134782154114	0.429848304888811
#00BFC4	#00BFC4	1.6	0.449827157086934	0.404677022073638
#00BFC4	#00BFC4	1.98	0.426798617790212	0.373941992337327
#00BFC4	#00BFC4	1.25	0.435585691946663	0.468911769156007
#00BFC4	#00BFC4	2.2	0.397823492549921	0.36525465679721
#00BFC4	#00BFC4	2.31	0.389205612615476	0.358011303049022
#00BFC4	#00BFC4	3.05	0.322822696139966	0.31857228285741
#00BFC4	#00BFC4	2.6	0.346941845220816	0.356258120583497
#00BFC4	#00BFC4	2.88	0.354214492541609	0.31402463717965
#00BFC4	#00BFC4	3.2	0.274684338558193	0.35462935113028
#00BFC4	#00BFC4	2.82	0.327780512134346	0.345845815964743
#00BFC4	#00BFC4	3.22	0.301389307526958	0.315925011040594
#00BFC4	#00BFC4	3.24	0.315526706177357	0.300150370557235
#00BFC4	#00BFC4	2.36	0.378237320037945	0.3600751453561
#00BFC4	#00BFC4	3.62	0.320079456206168	0.248620795046373
#00BFC4	#00BFC4	2.42	0.321258155130827	0.453333782415395
#00BFC4	#00BFC4	3.62	0.214799648568237	0.38938887757929
#00BFC4	#00BFC4	1.95	0.367293225085383	0.457784192601241
#00BFC4	#00BFC4	2.75	0.372082260992651	0.317640789102566
#00BFC4	#00BFC4	2.93	0.33528072934231	0.322625478261277
#00BFC4	#00BFC4	3.79	0.185759728869612	0.461042381600365
#00BFC4	#00BFC4	2.74	0.426377308201156	0.295249793604157
#00BFC4	#00BFC4	3.1	0.439108984280204	0.257143023606876
#00BFC4	#00BFC4	3.33	0.414031259758882	0.238554027822818
#00BFC4	#00BFC4	3.69	0.195365777989016	0.46824865192869
#00BFC4	#00BFC4	2.16	0.453401395665138	0.348311502119417
#00BFC4	#00BFC4	2.36	0.327071606716241	0.455459027739082
#00BFC4	#00BFC4	1.04	0.462878574928275	0.458400244823367
#00BFC4	#00BFC4	2.63	0.362431929948331	0.338870109681483
#00BFC4	#00BFC4	3.91	0.175456863128319	0.432940565347185
#00BFC4	#00BFC4	2.45	0.325147672997485	0.422707189796283
#00BFC4	#00BFC4	1.53	0.448305779199933	0.412792663424808
#00BFC4	#00BFC4	3.79	0.198396133161889	0.384301567076462
#00BFC4	#00BFC4	2.44	0.320189967946563	0.443564047966658
#00BFC4	#00BFC4	1.73	0.403246362851933	0.422202157124701
#00BFC4	#00BFC4	3.42	0.221861783786128	0.462779273631861
#00BFC4	#00BFC4	2.21	0.426754586550612	0.349747323182504
#00BFC4	#00BFC4	2.49	0.357740452856061	0.361642654850452
#00BFC4	#00BFC4	2.39	0.421300484853627	0.333071164126722
#00BFC4	#00BFC4	2.91	0.27560732891853	0.430220114510529
#00BFC4	#00BFC4	2.13	0.357144589608074	0.426472257599291
#00BFC4	#00BFC4	4.37	0.129803121291271	0.432904634231338
#00BFC4	#00BFC4	2.54	0.336287763478081	0.380000336802691
#00BFC4	#00BFC4	2.91	0.432519291439489	0.277187114177877
#00BFC4	#00BFC4	2.1	0.37615139242643	0.398341276038013
#00BFC4	#00BFC4	2.05	0.402758421203229	0.379424549291994
#00BFC4	#00BFC4	1.89	0.377612362352345	0.438014205141664
#00BFC4	#00BFC4	2.9	0.273577928889696	0.45355660879836
#00BFC4	#00BFC4	1.8	0.389224378596681	0.432449941347344
#00BFC4	#00BFC4	1.84	0.431772123812978	0.386520654750584
#00BFC4	#00BFC4	1.59	0.420512487857554	0.423580137408649
#00BFC4	#00BFC4	2.52	0.365652363885592	0.350140801840126
#00BFC4	#00BFC4	2.41	0.322762421415348	0.448190050216896
#00BFC4	#00BFC4	2.75	0.415433233975289	0.297155294327908
#00BFC4	#00BFC4	1.84	0.466764451223746	0.378765008351941
#00BFC4	#00BFC4	3.28	0.434283649201891	0.239974253376629
#00BFC4	#00BFC4	4.63	0.46437271975429	0.104700981094718
#00BFC4	#00BFC4	3.45	0.277593429547495	0.308612336791971
#00BFC4	#00BFC4	2.41	0.322434521735185	0.452142245342136
#00BFC4	#00BFC4	2.14	0.354628473779739	0.430849691519034
#00BFC4	#00BFC4	1.71	0.415519082239089	0.412283464636822
#00BFC4	#00BFC4	2.31	0.401710863793436	0.349836170877147
#00BFC4	#00BFC4	3.12	0.463888564946858	0.252613937491665
#C77CFF	#C77CFF	1.59	0.487480079902984	0.406277051954737
#C77CFF	#C77CFF	1.85	0.510345611902252	0.387508862589722
#C77CFF	#C77CFF	1.86	0.537015744416292	0.40648852998613
#C77CFF	#C77CFF	1.41	0.50756226121135	0.440573533536621
#C77CFF	#C77CFF	3.36	0.601382609691398	0.269393595288304
#C77CFF	#C77CFF	4.19	0.550282161788214	0.158432401566209
#C77CFF	#C77CFF	3.86	0.491166741838526	0.181389777423865
#C77CFF	#C77CFF	1.96	0.551922321544604	0.410515932089952
#C77CFF	#C77CFF	3.69	0.603676171048984	0.233165188228771
#C77CFF	#C77CFF	3.9	0.688911129383621	0.275745530321925
#C77CFF	#C77CFF	1.82	0.486279097884043	0.382968005030531
#C77CFF	#C77CFF	2.22	0.591680504331508	0.433562345737029
#C77CFF	#C77CFF	2.1	0.528453381242255	0.36960456131077
#C77CFF	#C77CFF	1.9	0.563561536163257	0.450739135725505
#C77CFF	#C77CFF	1.85	0.550160237402323	0.427335111587538
#C77CFF	#C77CFF	4.43	0.763803891530347	0.290022980978385
#C77CFF	#C77CFF	2.98	0.669088275477431	0.4359312519131
#C77CFF	#C77CFF	1.55	0.529718886841705	0.459000492669238
#C77CFF	#C77CFF	2.94	0.657416395760077	0.408079772393691
#C77CFF	#C77CFF	2.63	0.51374426613735	0.30730749096576
#C77CFF	#C77CFF	1.51	0.514784843872339	0.434494457409638
#C77CFF	#C77CFF	2.69	0.636557892263565	0.420904920670996
#C77CFF	#C77CFF	2.2	0.478906744068614	0.343888420304987
#C77CFF	#C77CFF	3.84	0.741969242430554	0.38111332836773
#C77CFF	#C77CFF	3.15	0.595792987006759	0.291013468990743
#C77CFF	#C77CFF	3.75	0.711772090371356	0.3328105916506
#C77CFF	#C77CFF	2.4	0.606826107545886	0.42368802434669
#C77CFF	#C77CFF	5.19	0.779900498637995	0.18785712176421
#C77CFF	#C77CFF	1.66	0.534757030140168	0.438147742955988
#C77CFF	#C77CFF	3.17	0.644111131610512	0.334536493633089
#C77CFF	#C77CFF	2.93	0.571223388342776	0.300679986655843
#C77CFF	#C77CFF	2.56	0.625078311591461	0.428210195171777
#C77CFF	#C77CFF	2.35	0.515621345134736	0.337166867126737
#C77CFF	#C77CFF	2.74	0.511772829747412	0.295469766716956
#C77CFF	#C77CFF	2.29	0.486731192903438	0.336096532961335
#C77CFF	#C77CFF	3.71	0.740088347832885	0.426684693714291
#C77CFF	#C77CFF	3.11	0.636136427093978	0.333993974738413
#C77CFF	#C77CFF	1.49	0.517545281996423	0.441768167284438
#C77CFF	#C77CFF	1.97	0.502106570099774	0.371871266097445
#C77CFF	#C77CFF	2.9	0.596599507643252	0.322878742279652
#C77CFF	#C77CFF	1.93	0.563687525192263	0.441097313299184
#C77CFF	#C77CFF	3.76	0.672174014371796	0.278244131758656
#C77CFF	#C77CFF	1.1	0.481579650193515	0.457712302512465
#C77CFF	#C77CFF	1.74	0.522533864459263	0.409034172479787
#C77CFF	#C77CFF	1.12	0.485571675077243	0.459058561433921
#C77CFF	#C77CFF	3.3	0.689492406653038	0.391831359635686
#C77CFF	#C77CFF	4.08	0.691840905418636	0.252443584371101
#C77CFF	#C77CFF	4.53	0.501242852898092	0.116251948279591
#C77CFF	#C77CFF	1.86	0.509891649435892	0.38617843215891
#C77CFF	#C77CFF	2.76	0.506557090563847	0.292079418593922
#C77CFF	#C77CFF	5.3	0.544145619495371	0.0454545454545455
#C77CFF	#C77CFF	2.21	0.496547295349174	0.345862835866383
#C77CFF	#C77CFF	2.28	0.481847793695167	0.336530101628125
#C77CFF	#C77CFF	2.43	0.608595627784929	0.419683498844645
#C77CFF	#C77CFF	1.93	0.51803913244656	0.383096834416454
#C77CFF	#C77CFF	3.31	0.601516122370269	0.276114907171187
#C77CFF	#C77CFF	1.43	0.518678765624763	0.465040803186149
#C77CFF	#C77CFF	1.72	0.481987432074311	0.391406590144155
#C77CFF	#C77CFF	1.25	0.501068348377835	0.469165545142576
#C77CFF	#C77CFF	2.67	0.61199443759531	0.374664143100131
#C77CFF	#C77CFF	2.89	0.5392735752946	0.289253252771894
#C77CFF	#C77CFF	1.16	0.490867555230531	0.460159008121075
#C77CFF	#C77CFF	3.16	0.590569718982236	0.285777829063257
#C77CFF	#C77CFF	3.11	0.471813725492713	0.254247078408261
#C77CFF	#C77CFF	1.46	0.472005301388	0.415960271483464
#C77CFF	#C77CFF	3.16	0.498196240699443	0.250710194675254
#C77CFF	#C77CFF	2.89	0.652262312182625	0.40676560502375
#C77CFF	#C77CFF	3.66	0.547791492196072	0.211772643146548
#C77CFF	#C77CFF	1.85	0.475004430043385	0.377945343005464
#C77CFF	#C77CFF	2.7	0.600662219593245	0.354935731362395
#C77CFF	#C77CFF	2.8	0.469235342035977	0.284001461541709
#C77CFF	#C77CFF	2.33	0.606466263174949	0.454140635921629
#C77CFF	#C77CFF	2.76	0.570032306859181	0.319929355513443
#C77CFF	#C77CFF	3.22	0.693526214204488	0.441832390051044
#C77CFF	#C77CFF	2.33	0.563288329172849	0.367371472858498
#C77CFF	#C77CFF	2.01	0.49123331096822	0.36456580417369
#C77CFF	#C77CFF	1	0.476829461732038	0.468766318489303
#C77CFF	#C77CFF	3.14	0.542145765411599	0.264140150097832
#C77CFF	#C77CFF	2.51	0.624954427832558	0.458509346338029
#C77CFF	#C77CFF	3.22	0.688768183721264	0.417685362260378
#C77CFF	#C77CFF	3.53	0.613947915916453	0.258032701209736
#C77CFF	#C77CFF	2.24	0.590454830408859	0.424557543051177
#C77CFF	#C77CFF	2.72	0.512946627995527	0.297926586099504
#C77CFF	#C77CFF	2.17	0.578463475533557	0.412837574669888
#C77CFF	#C77CFF	2.1	0.487171853600027	0.355058566525052
#C77CFF	#C77CFF	2.79	0.523703426211191	0.294036045324407
#C77CFF	#C77CFF	1.59	0.532358839063327	0.453358229974943
#C77CFF	#C77CFF	3.69	0.723276414767463	0.370872069525757
#C77CFF	#C77CFF	3.02	0.670704586365972	0.42562100622215
#C77CFF	#C77CFF	3.46	0.597593417438504	0.255461150932175
#C77CFF	#C77CFF	2.7	0.561836174162911	0.321230592202932
#C77CFF	#C77CFF	2.32	0.508045451394047	0.337941302049829
#C77CFF	#C77CFF	2.93	0.550270394677152	0.289619016703355
#C77CFF	#C77CFF	3.72	0.50220326596741	0.195841148401302
#C77CFF	#C77CFF	4.17	0.68309534567453	0.233007780172208
#C77CFF	#C77CFF	2.21	0.519606415973317	0.353395830637309
#C77CFF	#C77CFF	1.52	0.527836444016006	0.468059268191291
#C77CFF	#C77CFF	4.9	0.844726254572985	0.361251391459519
