time,y,x,lat,long,date,cloudhigh,cloudlow,cloudmid,ozone,pressure,surftemp,temperature,id
9,20,19,26.2173913043478,-68.7217391304348,1995-09-01,13,28,8,272,1000,301,301.4,19-20
9,20,20,26.2173913043478,-66.2173913043478,1995-09-01,17.5,27.5,11,272,1000,301.4,301.4,20-20
9,20,21,26.2173913043478,-63.7130434782609,1995-09-01,16.5,22,12.5,272,1000,300.5,301.4,21-20
9,20,22,26.2173913043478,-61.2086956521739,1995-09-01,12.5,23,11.5,274,1000,299.6,301,22-20
9,20,23,26.2173913043478,-58.704347826087,1995-09-01,12.5,23,11.5,274,1000,299.6,301,23-20
9,20,24,26.2173913043478,-56.2,1995-09-01,10.5,21,9.5,272,1000,300.1,301,24-20
9,21,1,28.7130434782609,-113.8,1995-09-01,4,25,7,270,975,307.9,304.9,1-21
9,21,2,28.7130434782609,-111.295652173913,1995-09-01,14,13,11.5,266,955,300.5,302.8,2-21
9,21,3,28.7130434782609,-108.791304347826,1995-09-01,14,13,11.5,266,955,300.5,302.8,3-21
9,21,4,28.7130434782609,-106.286956521739,1995-09-01,16.5,11,18,272,815,296.5,293.6,4-21
9,21,5,28.7130434782609,-103.782608695652,1995-09-01,15.5,16,16,274,885,302.3,301,5-21
9,21,6,28.7130434782609,-101.278260869565,1995-09-01,12,15.5,11.5,270,960,304,301.9,6-21
9,21,7,28.7130434782609,-98.7739130434783,1995-09-01,10,15,8.5,272,1000,304,304.9,7-21
9,21,8,28.7130434782609,-96.2695652173913,1995-09-01,8,17,8,272,1000,302.3,303.2,8-21
9,21,9,28.7130434782609,-93.7652173913043,1995-09-01,7.5,24.5,9,272,1000,303.2,302.3,9-21
9,21,10,28.7130434782609,-91.2608695652174,1995-09-01,9.5,20.5,10,274,1000,302.3,302.3,10-21
9,21,11,28.7130434782609,-88.7565217391304,1995-09-01,9.5,20.5,10,274,1000,302.3,302.3,11-21
9,21,12,28.7130434782609,-86.2521739130435,1995-09-01,11,30.5,11,276,1000,303.6,301.9,12-21
9,21,13,28.7130434782609,-83.7478260869565,1995-09-01,12.5,22.5,12.5,276,1000,301.9,302.3,13-21
9,21,14,28.7130434782609,-81.2434782608696,1995-09-01,16,14,14,276,1000,299.6,303.2,14-21
9,21,15,28.7130434782609,-78.7391304347826,1995-09-01,18,28,15,272,1000,302.3,301.9,15-21
9,21,16,28.7130434782609,-76.2347826086957,1995-09-01,12,24.5,11,272,1000,302.3,301.9,16-21
9,21,17,28.7130434782609,-73.7304347826087,1995-09-01,12.5,22,9.5,274,1000,301.4,301.4,17-21
9,21,18,28.7130434782609,-71.2260869565217,1995-09-01,15,23,8.5,274,1000,301,301,18-21
9,21,19,28.7130434782609,-68.7217391304348,1995-09-01,15,23,8.5,274,1000,301,301,19-21
9,21,20,28.7130434782609,-66.2173913043478,1995-09-01,14,23.5,9,274,1000,300.1,300.5,20-21
9,21,21,28.7130434782609,-63.7130434782609,1995-09-01,13.5,24,11.5,272,1000,300.1,300.5,21-21
9,21,22,28.7130434782609,-61.2086956521739,1995-09-01,10,26,13,272,1000,299.6,300.5,22-21
9,21,23,28.7130434782609,-58.704347826087,1995-09-01,10,21.5,11,274,1000,299.2,300.1,23-21
9,21,24,28.7130434782609,-56.2,1995-09-01,8.5,20.5,8,274,1000,300.1,301,24-21
9,22,1,31.2086956521739,-113.8,1995-09-01,5,23,7,276,975,307.9,305.8,1-22
9,22,2,31.2086956521739,-111.295652173913,1995-09-01,5,23,7,276,975,307.9,305.8,2-22
9,22,3,31.2086956521739,-108.791304347826,1995-09-01,10,16,12,274,865,299.2,298.7,3-22
9,22,4,31.2086956521739,-106.286956521739,1995-09-01,12,17,13.5,280,870,301,297.4,4-22
9,22,5,31.2086956521739,-103.782608695652,1995-09-01,14,20,14.5,274,905,302.3,297.8,5-22
9,22,6,31.2086956521739,-101.278260869565,1995-09-01,14,22,14,272,930,302.8,298.7,6-22
9,22,7,31.2086956521739,-98.7739130434783,1995-09-01,13.5,19,13.5,274,980,301,301.4,7-22
9,22,8,31.2086956521739,-96.2695652173913,1995-09-01,11,13.5,13,272,995,298.7,301.4,8-22
9,22,9,31.2086956521739,-93.7652173913043,1995-09-01,11,13.5,13,272,995,298.7,301.4,9-22
9,22,10,31.2086956521739,-91.2608695652174,1995-09-01,8.5,11.5,10.5,278,1000,298.7,301.9,10-22
9,22,11,31.2086956521739,-88.7565217391304,1995-09-01,8,13,9.5,278,1000,298.3,301.9,11-22
9,22,12,31.2086956521739,-86.2521739130435,1995-09-01,7.5,15.5,10,282,1000,298.3,301,12-22
9,22,13,31.2086956521739,-83.7478260869565,1995-09-01,10.5,16,12.5,278,1000,296.9,300.1,13-22
9,22,14,31.2086956521739,-81.2434782608696,1995-09-01,19.5,22.5,15.5,276,1000,299.2,299.6,14-22
9,22,15,31.2086956521739,-78.7391304347826,1995-09-01,21.5,28.5,19,276,1000,302.3,300.5,15-22
9,22,16,31.2086956521739,-76.2347826086957,1995-09-01,21.5,28.5,19,276,1000,302.3,300.5,16-22
9,22,17,31.2086956521739,-73.7304347826087,1995-09-01,16.5,25.5,15.5,274,1000,301,300.5,17-22
9,22,18,31.2086956521739,-71.2260869565217,1995-09-01,18.5,21.5,12.5,276,1000,301,300.5,18-22
9,22,19,31.2086956521739,-68.7217391304348,1995-09-01,19.5,21,11.5,276,1000,299.6,300.1,19-22
9,22,20,31.2086956521739,-66.2173913043478,1995-09-01,15.5,21,10.5,272,1000,299.6,299.6,20-22
9,22,21,31.2086956521739,-63.7130434782609,1995-09-01,9,24.5,12,274,1000,298.7,300.1,21-22
9,22,22,31.2086956521739,-61.2086956521739,1995-09-01,7,25.5,11,274,1000,299.2,300.1,22-22
9,22,23,31.2086956521739,-58.704347826087,1995-09-01,7,25.5,11,274,1000,299.2,300.1,23-22
9,22,24,31.2086956521739,-56.2,1995-09-01,5,25,9,274,1000,298.7,300.5,24-22
9,23,1,33.704347826087,-113.8,1995-09-01,5,23,8.5,278,930,305.8,303.6,1-23
9,23,2,33.704347826087,-111.295652173913,1995-09-01,5,23,8.5,278,930,305.8,303.6,2-23
9,23,3,33.704347826087,-108.791304347826,1995-09-01,10,17,15.5,276,830,296.5,293.6,3-23
9,23,4,33.704347826087,-106.286956521739,1995-09-01,11,15,16.5,278,825,296.9,292.7,4-23
9,23,5,33.704347826087,-103.782608695652,1995-09-01,13.5,19.5,15,278,855,298.3,295,5-23
9,23,6,33.704347826087,-101.278260869565,1995-09-01,15.5,23,19,278,940,300.5,298.7,6-23
9,23,7,33.704347826087,-98.7739130434783,1995-09-01,16,21.5,21.5,276,995,299.6,300.5,7-23
9,23,8,33.704347826087,-96.2695652173913,1995-09-01,16,21.5,21.5,276,995,299.6,300.5,8-23
9,23,9,33.704347826087,-93.7652173913043,1995-09-01,17,17,21.5,276,1000,297.4,301.4,9-23
9,23,10,33.704347826087,-91.2608695652174,1995-09-01,14.5,15.5,16.5,280,1000,296.9,299.6,10-23
9,23,11,33.704347826087,-88.7565217391304,1995-09-01,11,13.5,13,282,1000,296.5,299.6,11-23
9,23,12,33.704347826087,-86.2521739130435,1995-09-01,10,14.5,14.5,282,1000,294.6,297.8,12-23
9,23,13,33.704347826087,-83.7478260869565,1995-09-01,12,14,17.5,284,985,293.2,297.4,13-23
9,23,14,33.704347826087,-81.2434782608696,1995-09-01,12,14,17.5,284,985,293.2,297.4,14-23
9,23,15,33.704347826087,-78.7391304347826,1995-09-01,17.5,16.5,19.5,282,995,294.6,297.8,15-23
9,23,16,33.704347826087,-76.2347826086957,1995-09-01,22.5,21,20,282,1000,298.3,299.6,16-23
9,23,17,33.704347826087,-73.7304347826087,1995-09-01,26.5,23.5,16.5,280,1000,300.5,299.2,17-23
9,23,18,33.704347826087,-71.2260869565217,1995-09-01,26.5,22,16,276,1000,297.8,298.7,18-23
9,23,19,33.704347826087,-68.7217391304348,1995-09-01,25.5,20,14.5,276,1000,298.3,298.7,19-23
9,23,20,33.704347826087,-66.2173913043478,1995-09-01,25.5,20,14.5,276,1000,298.3,298.7,20-23
9,23,21,33.704347826087,-63.7130434782609,1995-09-01,16.5,25,12.5,272,1000,298.3,299.2,21-23
9,23,22,33.704347826087,-61.2086956521739,1995-09-01,10.5,27,12,276,1000,298.7,299.6,22-23
9,23,23,33.704347826087,-58.704347826087,1995-09-01,7.5,27,11.5,274,1000,298.7,300.1,23-23
9,23,24,33.704347826087,-56.2,1995-09-01,7,27,11.5,274,1000,299.2,300.1,24-23
9,24,1,36.2,-113.8,1995-09-01,6,19,12.5,282,860,298.7,298.3,1-24
9,24,2,36.2,-111.295652173913,1995-09-01,9.5,12,16.5,286,830,295.5,296.9,2-24
9,24,3,36.2,-108.791304347826,1995-09-01,9.5,12,16.5,286,830,295.5,296.9,3-24
9,24,4,36.2,-106.286956521739,1995-09-01,13.5,11.5,23.5,282,800,291.7,290.2,4-24
9,24,5,36.2,-103.782608695652,1995-09-01,16,12.5,23.5,278,825,294.6,292.7,5-24
9,24,6,36.2,-101.278260869565,1995-09-01,14.5,22,21.5,286,925,299.2,296.9,6-24
9,24,7,36.2,-98.7739130434783,1995-09-01,15.5,26,22.5,284,965,297.8,296.9,7-24
9,24,8,36.2,-96.2695652173913,1995-09-01,15.5,26,22.5,284,965,297.8,296.9,8-24
9,24,9,36.2,-93.7652173913043,1995-09-01,16,25.5,22.5,282,995,295,297.4,9-24
9,24,10,36.2,-91.2608695652174,1995-09-01,16,21.5,18.5,284,1000,293.2,297.8,10-24
9,24,11,36.2,-88.7565217391304,1995-09-01,12.5,17,17,286,995,293.2,296.9,11-24
9,24,12,36.2,-86.2521739130435,1995-09-01,13.5,14.5,16.5,286,985,292.2,295,12-24
9,24,13,36.2,-83.7478260869565,1995-09-01,14.5,15.5,20,290,950,290.7,292.7,13-24
9,24,14,36.2,-81.2434782608696,1995-09-01,14.5,15.5,20,290,950,290.7,292.7,14-24
9,24,15,36.2,-78.7391304347826,1995-09-01,14,15.5,22.5,290,995,291.2,295.5,15-24
9,24,16,36.2,-76.2347826086957,1995-09-01,17.5,15,19.5,284,1000,294.6,297.4,16-24
9,24,17,36.2,-73.7304347826087,1995-09-01,24.5,25.5,18,284,1000,298.3,296.9,17-24
9,24,18,36.2,-71.2260869565217,1995-09-01,31,23.5,18.5,280,1000,297.4,297.4,18-24
9,24,19,36.2,-68.7217391304348,1995-09-01,31,23.5,18.5,280,1000,297.4,297.4,19-24
9,24,20,36.2,-66.2173913043478,1995-09-01,30.5,24.5,19,280,1000,297.8,297.4,20-24
9,24,21,36.2,-63.7130434782609,1995-09-01,26,26.5,17.5,278,1000,296.9,298.3,21-24
9,24,22,36.2,-61.2086956521739,1995-09-01,17.5,24.5,16.5,274,1000,297.4,298.7,22-24
9,24,23,36.2,-58.704347826087,1995-09-01,12,26,15.5,274,1000,298.3,299.2,23-24
9,24,24,36.2,-56.2,1995-09-01,12,26,15.5,274,1000,298.3,299.2,24-24
10,1,1,-21.2,-113.8,1995-10-01,1,40,5,282,1000,295,294.6,1-1
10,1,2,-21.2,-111.295652173913,1995-10-01,0.5,40,2.5,282,1000,294.1,294.1,2-1
10,1,3,-21.2,-108.791304347826,1995-10-01,0.5,43,3.5,280,1000,294.1,294.1,3-1
10,1,4,-21.2,-106.286956521739,1995-10-01,0.5,38.5,3.5,278,1000,293.6,293.6,4-1
10,1,5,-21.2,-103.782608695652,1995-10-01,0,39.5,8.5,278,1000,292.7,293.2,5-1
10,1,6,-21.2,-101.278260869565,1995-10-01,0.5,41.5,8.5,280,1000,292.7,292.7,6-1
10,1,7,-21.2,-98.7739130434783,1995-10-01,0.5,44.5,7.5,276,1000,292.2,292.7,7-1
10,1,8,-21.2,-96.2695652173913,1995-10-01,0.5,45,9.5,280,1000,291.7,292.2,8-1
10,1,9,-21.2,-93.7652173913043,1995-10-01,0,49.5,13,276,1000,291.2,291.7,9-1
10,1,10,-21.2,-91.2608695652174,1995-10-01,0,46.5,28.5,278,1000,290.2,291.7,10-1
10,1,11,-21.2,-88.7565217391304,1995-10-01,0,46.5,28.5,278,1000,290.2,291.7,11-1
10,1,12,-21.2,-86.2521739130435,1995-10-01,0,46.5,39,276,1000,289.8,292.2,12-1
10,1,13,-21.2,-83.7478260869565,1995-10-01,0,43,35.5,276,1000,288.3,291.7,13-1
10,1,14,-21.2,-81.2434782608696,1995-10-01,0,53,29.5,276,1000,288.3,292.2,14-1
10,1,15,-21.2,-78.7391304347826,1995-10-01,0.5,55.5,29,272,1000,288.3,291.2,15-1
10,1,16,-21.2,-76.2347826086957,1995-10-01,1,42.5,41.5,272,985,287.8,292.7,16-1
10,1,17,-21.2,-73.7304347826087,1995-10-01,0.5,55,26.5,272,1000,286.8,292.2,17-1
10,1,18,-21.2,-71.2260869565217,1995-10-01,1.5,41.5,28,270,975,288.8,293.2,18-1
10,1,19,-21.2,-68.7217391304348,1995-10-01,3.5,10,19,272,670,291.7,283.2,19-1
10,1,20,-21.2,-66.2173913043478,1995-10-01,5.5,5,17,272,680,290.7,284.7,20-1
10,1,21,-21.2,-63.7130434782609,1995-10-01,9.5,23,27.5,272,955,301.9,297.8,21-1
10,1,22,-21.2,-61.2086956521739,1995-10-01,10,24.5,23,272,990,304.9,302.3,22-1
10,1,23,-21.2,-58.704347826087,1995-10-01,17,22,18.5,274,985,304.5,299.6,23-1
10,1,24,-21.2,-56.2,1995-10-01,24,18.5,15,274,965,302.8,298.3,24-1
10,2,1,-18.704347826087,-113.8,1995-10-01,0,39.5,2,274,1000,295.5,295,1-2
10,2,2,-18.704347826087,-111.295652173913,1995-10-01,0,39.5,2,274,1000,295.5,295,2-2
10,2,3,-18.704347826087,-108.791304347826,1995-10-01,0,43.5,2.5,274,1000,295,294.6,3-2
10,2,4,-18.704347826087,-106.286956521739,1995-10-01,0,45,3,274,1000,294.6,294.1,4-2
10,2,5,-18.704347826087,-103.782608695652,1995-10-01,0,43.5,4,272,1000,294.1,294.1,5-2
10,2,6,-18.704347826087,-101.278260869565,1995-10-01,0,40,7.5,274,1000,293.2,293.6,6-2
10,2,7,-18.704347826087,-98.7739130434783,1995-10-01,0,44.5,6,276,1000,292.7,293.2,7-2
10,2,8,-18.704347826087,-96.2695652173913,1995-10-01,0,47,9.5,274,1000,291.7,292.7,8-2
10,2,9,-18.704347826087,-93.7652173913043,1995-10-01,0,48.5,12.5,276,1000,291.7,292.7,9-2
10,2,10,-18.704347826087,-91.2608695652174,1995-10-01,0,48,23,274,1000,290.7,292.2,10-2
10,2,11,-18.704347826087,-88.7565217391304,1995-10-01,0,47,36,272,1000,290.2,292.2,11-2
10,2,12,-18.704347826087,-86.2521739130435,1995-10-01,0,38,41.5,272,1000,289.3,293.2,12-2
10,2,13,-18.704347826087,-83.7478260869565,1995-10-01,0,36.5,43.5,272,1000,287.8,291.7,13-2
10,2,14,-18.704347826087,-81.2434782608696,1995-10-01,1,44.5,43.5,270,1000,287.8,292.7,14-2
10,2,15,-18.704347826087,-78.7391304347826,1995-10-01,1,35.5,53,270,1000,287.3,292.2,15-2
10,2,16,-18.704347826087,-76.2347826086957,1995-10-01,1,46.5,42,272,1000,286.8,291.2,16-2
10,2,17,-18.704347826087,-73.7304347826087,1995-10-01,1,39,43.5,268,995,288.3,292.7,17-2
10,2,18,-18.704347826087,-71.2260869565217,1995-10-01,2.5,19.5,19,270,815,292.2,288.8,18-2
10,2,19,-18.704347826087,-68.7217391304348,1995-10-01,7,NA,18,264,625,289.8,277.3,19-2
10,2,20,-18.704347826087,-66.2173913043478,1995-10-01,7,NA,18,264,625,289.8,277.3,20-2
10,2,21,-18.704347826087,-63.7130434782609,1995-10-01,8.5,12.5,24.5,268,805,295.5,289.3,21-2
10,2,22,-18.704347826087,-61.2086956521739,1995-10-01,9,18.5,24,268,995,303.6,302.8,22-2
10,2,23,-18.704347826087,-58.704347826087,1995-10-01,12,24.5,21.5,270,985,304.5,301,23-2
10,2,24,-18.704347826087,-56.2,1995-10-01,20,19,17,268,990,304,301,24-2
10,3,1,-16.2086956521739,-113.8,1995-10-01,0,43.5,1.5,268,1000,296,295.5,1-3
10,3,2,-16.2086956521739,-111.295652173913,1995-10-01,0,46.5,1.5,268,1000,295.5,295,2-3
10,3,3,-16.2086956521739,-108.791304347826,1995-10-01,0,43.5,1.5,268,1000,294.6,295,3-3
10,3,4,-16.2086956521739,-106.286956521739,1995-10-01,0,47.5,0.5,270,1000,294.6,294.6,4-3
10,3,5,-16.2086956521739,-103.782608695652,1995-10-01,0,50,3,270,1000,293.6,294.6,5-3
10,3,6,-16.2086956521739,-101.278260869565,1995-10-01,0,52.5,3.5,272,1000,293.2,294.1,6-3
10,3,7,-16.2086956521739,-98.7739130434783,1995-10-01,0,51,7,270,1000,292.7,293.6,7-3
10,3,8,-16.2086956521739,-96.2695652173913,1995-10-01,0,49,10.5,272,1000,291.7,293.2,8-3
10,3,9,-16.2086956521739,-93.7652173913043,1995-10-01,0,50,17,274,1000,291.2,292.7,9-3
10,3,10,-16.2086956521739,-91.2608695652174,1995-10-01,0,48,27.5,270,1000,290.7,292.7,10-3
10,3,11,-16.2086956521739,-88.7565217391304,1995-10-01,0,48,27.5,270,1000,290.7,292.7,11-3
10,3,12,-16.2086956521739,-86.2521739130435,1995-10-01,0,45,39,272,1000,289.8,292.7,12-3
10,3,13,-16.2086956521739,-83.7478260869565,1995-10-01,0,42.5,46,270,1000,288.3,292.7,13-3
10,3,14,-16.2086956521739,-81.2434782608696,1995-10-01,1,30,56,272,1000,287.3,292.7,14-3
10,3,15,-16.2086956521739,-78.7391304347826,1995-10-01,1.5,34,55.5,270,925,287.3,291.2,15-3
10,3,16,-16.2086956521739,-76.2347826086957,1995-10-01,1,43.5,31,268,1000,287.8,293.6,16-3
10,3,17,-16.2086956521739,-73.7304347826087,1995-10-01,2,20,25.5,270,850,290.7,290.7,17-3
10,3,18,-16.2086956521739,-71.2260869565217,1995-10-01,5,8.5,19.5,270,745,291.2,286.3,18-3
10,3,19,-16.2086956521739,-68.7217391304348,1995-10-01,10.5,6,22,264,680,288.8,285.2,19-3
10,3,20,-16.2086956521739,-66.2173913043478,1995-10-01,14,14,24.5,268,915,297.4,296.9,20-3
10,3,21,-16.2086956521739,-63.7130434782609,1995-10-01,17,14.5,18.5,270,1000,300.5,302.8,21-3
10,3,22,-16.2086956521739,-61.2086956521739,1995-10-01,13.5,18,13.5,270,1000,303.6,302.8,22-3
10,3,23,-16.2086956521739,-58.704347826087,1995-10-01,15.5,20.5,15.5,270,995,305.3,302.8,23-3
10,3,24,-16.2086956521739,-56.2,1995-10-01,20,20.5,19,268,995,305.8,302.3,24-3
10,4,1,-13.7130434782609,-113.8,1995-10-01,0,43.5,0.5,264,1000,296,296,1-4
10,4,2,-13.7130434782609,-111.295652173913,1995-10-01,0,48.5,0,264,1000,295.5,295.5,2-4
10,4,3,-13.7130434782609,-108.791304347826,1995-10-01,0,48.5,0.5,264,1000,295.5,295.5,3-4
10,4,4,-13.7130434782609,-106.286956521739,1995-10-01,0,50.5,0.5,264,1000,295,295.5,4-4
10,4,5,-13.7130434782609,-103.782608695652,1995-10-01,0,54,2.5,266,1000,294.6,294.6,5-4
10,4,6,-13.7130434782609,-101.278260869565,1995-10-01,0,60.5,3.5,268,1000,294.1,294.6,6-4
10,4,7,-13.7130434782609,-98.7739130434783,1995-10-01,0,60.5,4.5,270,1000,293.6,294.6,7-4
10,4,8,-13.7130434782609,-96.2695652173913,1995-10-01,0,56,8,268,1000,292.7,294.6,8-4
10,4,9,-13.7130434782609,-93.7652173913043,1995-10-01,0,53.5,12.5,270,1000,292.2,293.2,9-4
10,4,10,-13.7130434782609,-91.2608695652174,1995-10-01,0,54.5,13.5,270,1000,291.2,293.6,10-4
10,4,11,-13.7130434782609,-88.7565217391304,1995-10-01,0,55,20.5,268,1000,290.2,293.6,11-4
10,4,12,-13.7130434782609,-86.2521739130435,1995-10-01,0.5,51.5,36,268,1000,289.3,293.6,12-4
10,4,13,-13.7130434782609,-83.7478260869565,1995-10-01,1,44,40.5,264,1000,287.8,292.7,13-4
10,4,14,-13.7130434782609,-81.2434782608696,1995-10-01,1.5,36.5,48,268,1000,287.3,292.7,14-4
10,4,15,-13.7130434782609,-78.7391304347826,1995-10-01,1.5,52,20.5,266,1000,287.8,294.1,15-4
10,4,16,-13.7130434782609,-76.2347826086957,1995-10-01,3.5,13,15,270,855,291.7,292.2,16-4
10,4,17,-13.7130434782609,-73.7304347826087,1995-10-01,13,10,32.5,264,720,290.2,284.2,17-4
10,4,18,-13.7130434782609,-71.2260869565217,1995-10-01,17,10.5,29,264,755,290.7,286.3,18-4
10,4,19,-13.7130434782609,-68.7217391304348,1995-10-01,16,13.5,22.5,270,995,298.3,302.3,19-4
10,4,20,-13.7130434782609,-66.2173913043478,1995-10-01,15.5,17.5,13,270,1000,304.5,304,20-4
10,4,21,-13.7130434782609,-63.7130434782609,1995-10-01,17.5,15,12.5,268,995,302.8,303.2,21-4
10,4,22,-13.7130434782609,-61.2086956521739,1995-10-01,18,15,16,268,965,300.1,301.4,22-4
10,4,23,-13.7130434782609,-58.704347826087,1995-10-01,20,18.5,21,270,955,301.4,300.1,23-4
10,4,24,-13.7130434782609,-56.2,1995-10-01,22,17.5,21,270,950,301,299.6,24-4
10,5,1,-11.2173913043478,-113.8,1995-10-01,0,35.5,0.5,264,1000,296,296.5,1-5
10,5,2,-11.2173913043478,-111.295652173913,1995-10-01,0,36.5,2,262,1000,296,296,2-5
10,5,3,-11.2173913043478,-108.791304347826,1995-10-01,0,44.5,1.5,264,1000,295.5,296,3-5
10,5,4,-11.2173913043478,-106.286956521739,1995-10-01,0,52,3,262,1000,295,295.5,4-5
10,5,5,-11.2173913043478,-103.782608695652,1995-10-01,0,61,3.5,264,1000,294.6,295,5-5
10,5,6,-11.2173913043478,-101.278260869565,1995-10-01,0,67,2,264,1000,294.1,295,6-5
10,5,7,-11.2173913043478,-98.7739130434783,1995-10-01,0,65,4.5,266,1000,293.6,294.6,7-5
10,5,8,-11.2173913043478,-96.2695652173913,1995-10-01,0,65.5,3.5,266,1000,292.7,294.6,8-5
10,5,9,-11.2173913043478,-93.7652173913043,1995-10-01,0,64.5,5.5,266,1000,292.2,294.6,9-5
10,5,10,-11.2173913043478,-91.2608695652174,1995-10-01,0,66.5,6,266,1000,291.2,294.6,10-5
10,5,11,-11.2173913043478,-88.7565217391304,1995-10-01,0,65,16,266,1000,290.2,294.1,11-5
10,5,12,-11.2173913043478,-86.2521739130435,1995-10-01,0.5,61.5,24.5,270,1000,289.3,292.7,12-5
10,5,13,-11.2173913043478,-83.7478260869565,1995-10-01,2,67,20.5,268,995,288.8,292.2,13-5
10,5,14,-11.2173913043478,-81.2434782608696,1995-10-01,2.5,53.5,23,268,1000,288.3,292.7,14-5
10,5,15,-11.2173913043478,-78.7391304347826,1995-10-01,9,20.5,25,268,895,289.8,292.7,15-5
10,5,16,-11.2173913043478,-76.2347826086957,1995-10-01,22.5,9.5,34,262,785,289.3,286.3,16-5
10,5,17,-11.2173913043478,-73.7304347826087,1995-10-01,22.5,11,27.5,266,950,295.5,297.4,17-5
10,5,18,-11.2173913043478,-71.2260869565217,1995-10-01,18,14,19.5,270,995,297.8,300.5,18-5
10,5,19,-11.2173913043478,-68.7217391304348,1995-10-01,16,15.5,17.5,270,1000,299.6,301.4,19-5
10,5,20,-11.2173913043478,-66.2173913043478,1995-10-01,18,14.5,17.5,272,1000,300.5,302.8,20-5
10,5,21,-11.2173913043478,-63.7130434782609,1995-10-01,21.5,15,20.5,272,990,299.2,301.4,21-5
10,5,22,-11.2173913043478,-61.2086956521739,1995-10-01,23,12,21,272,970,297.4,299.2,22-5
10,5,23,-11.2173913043478,-58.704347826087,1995-10-01,23,12,21,272,970,297.4,299.2,23-5
10,5,24,-11.2173913043478,-56.2,1995-10-01,22.5,12.5,21.5,272,970,298.3,299.2,24-5
10,6,1,-8.72173913043478,-113.8,1995-10-01,0,28.5,0.5,260,1000,296,296.9,1-6
10,6,2,-8.72173913043478,-111.295652173913,1995-10-01,0,35.5,1.5,262,1000,296,296.5,2-6
10,6,3,-8.72173913043478,-108.791304347826,1995-10-01,0,44.5,3,262,1000,295.5,296.5,3-6
10,6,4,-8.72173913043478,-106.286956521739,1995-10-01,0,53.5,3,264,1000,294.6,295.5,4-6
10,6,5,-8.72173913043478,-103.782608695652,1995-10-01,0,56,3.5,260,1000,294.6,295.5,5-6
10,6,6,-8.72173913043478,-101.278260869565,1995-10-01,0,62.5,3,262,1000,294.1,295.5,6-6
10,6,7,-8.72173913043478,-98.7739130434783,1995-10-01,0.5,64.5,2,264,1000,293.6,295,7-6
10,6,8,-8.72173913043478,-96.2695652173913,1995-10-01,0,62,2.5,268,1000,293.2,295.5,8-6
10,6,9,-8.72173913043478,-93.7652173913043,1995-10-01,0,63,2.5,266,1000,291.7,294.6,9-6
10,6,10,-8.72173913043478,-91.2608695652174,1995-10-01,0,71.5,4,266,1000,291.2,294.6,10-6
10,6,11,-8.72173913043478,-88.7565217391304,1995-10-01,0,71.5,4,266,1000,291.2,294.6,11-6
10,6,12,-8.72173913043478,-86.2521739130435,1995-10-01,0.5,67,12.5,266,1000,290.2,294.6,12-6
10,6,13,-8.72173913043478,-83.7478260869565,1995-10-01,1,60,17.5,268,1000,289.3,293.6,13-6
10,6,14,-8.72173913043478,-81.2434782608696,1995-10-01,3,46,20,266,1000,288.8,293.6,14-6
10,6,15,-8.72173913043478,-78.7391304347826,1995-10-01,6,21,28.5,270,990,288.8,294.6,15-6
10,6,16,-8.72173913043478,-76.2347826086957,1995-10-01,27.5,7,36.5,264,780,289.3,289.3,16-6
10,6,17,-8.72173913043478,-73.7304347826087,1995-10-01,28.5,11.5,24,266,995,296.9,299.2,17-6
10,6,18,-8.72173913043478,-71.2260869565217,1995-10-01,26,12.5,22.5,266,1000,297.8,301,18-6
10,6,19,-8.72173913043478,-68.7217391304348,1995-10-01,24.5,14,21.5,268,1000,298.7,301.4,19-6
10,6,20,-8.72173913043478,-66.2173913043478,1995-10-01,23,14.5,21.5,268,1000,299.2,301.4,20-6
10,6,21,-8.72173913043478,-63.7130434782609,1995-10-01,25.5,13.5,22.5,266,1000,299.6,301.4,21-6
10,6,22,-8.72173913043478,-61.2086956521739,1995-10-01,27,12.5,24,268,1000,298.7,301,22-6
10,6,23,-8.72173913043478,-58.704347826087,1995-10-01,28,11.5,21.5,270,995,298.3,301,23-6
10,6,24,-8.72173913043478,-56.2,1995-10-01,28.5,12,22.5,272,980,297.4,300.1,24-6
10,7,1,-6.22608695652174,-113.8,1995-10-01,0,19,0.5,262,1000,296,296.5,1-7
10,7,2,-6.22608695652174,-111.295652173913,1995-10-01,0,26.5,1,264,1000,295.5,296.5,2-7
10,7,3,-6.22608695652174,-108.791304347826,1995-10-01,0,33,2,264,1000,295.5,296.5,3-7
10,7,4,-6.22608695652174,-106.286956521739,1995-10-01,0,38,4.5,266,1000,295,296.5,4-7
10,7,5,-6.22608695652174,-103.782608695652,1995-10-01,0.5,41,5.5,266,1000,295,296,5-7
10,7,6,-6.22608695652174,-101.278260869565,1995-10-01,0.5,45,4,266,1000,294.6,295.5,6-7
10,7,7,-6.22608695652174,-98.7739130434783,1995-10-01,0,47.5,3,266,1000,293.6,295.5,7-7
10,7,8,-6.22608695652174,-96.2695652173913,1995-10-01,0.5,52,2.5,266,1000,293.2,295,8-7
10,7,9,-6.22608695652174,-93.7652173913043,1995-10-01,0.5,57.5,2.5,266,1000,292.7,295,9-7
10,7,10,-6.22608695652174,-91.2608695652174,1995-10-01,0.5,61.5,3.5,266,1000,291.7,294.1,10-7
10,7,11,-6.22608695652174,-88.7565217391304,1995-10-01,0,63,5,266,1000,291.7,294.1,11-7
