fill,colour,x,y,density,group,level,piece,PANEL,xmin,xmax,ymin,ymax
#FFFFFF,#FFFFFF,0.757575757575758,0.202194357366771,1.97880684612772e-07,1,1,1,1,0.742424242424243,0.772727272727273,0.186520376175549,0.217868338557994
#FFFFFF,#FFFFFF,0.787878787878788,0.202194357366771,1.7566333511379e-07,1,1,1,1,0.772727272727273,0.803030303030303,0.186520376175549,0.217868338557994
#FFFFFF,#FFFFFF,0.818181818181818,0.202194357366771,1.28731503856605e-07,1,1,1,1,0.803030303030303,0.833333333333333,0.186520376175549,0.217868338557994
#FFFFFF,#FFFFFF,0.848484848484849,0.202194357366771,8.21948855890442e-08,1,1,1,1,0.833333333333334,0.863636363636364,0.186520376175549,0.217868338557994
#FFFFFF,#FFFFFF,0.878787878787879,0.202194357366771,4.40557152458721e-08,1,1,1,1,0.863636363636364,0.893939393939394,0.186520376175549,0.217868338557994
#FFFFFF,#FFFFFF,0.909090909090909,0.202194357366771,1.81279113115133e-08,1,1,1,1,0.893939393939394,0.924242424242424,0.186520376175549,0.217868338557994
#FFFFFF,#FFFFFF,0.93939393939394,0.202194357366771,5.35560244107065e-09,1,1,1,1,0.924242424242424,0.954545454545455,0.186520376175549,0.217868338557994
#FFFFFF,#FFFFFF,0.0606060606060605,0.233542319749216,8.46445034835489e-07,1,1,1,1,0.0454545454545455,0.0757575757575756,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.0909090909090909,0.233542319749216,2.43532862425482e-06,1,1,1,1,0.0757575757575758,0.106060606060606,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.121212121212121,0.233542319749216,6.24327675926294e-06,1,1,1,1,0.106060606060606,0.136363636363636,0.217868338557994,0.249216300940439
#132B43,#132B43,0.151515151515151,0.233542319749216,1.42715080701825e-05,1,1,1,1,0.136363636363636,0.166666666666667,0.217868338557994,0.249216300940439
#142D46,#142D46,0.181818181818182,0.233542319749216,2.90412233277363e-05,1,1,1,1,0.166666666666667,0.196969696969697,0.217868338557994,0.249216300940439
#16314B,#16314B,0.212121212121212,0.233542319749216,5.11428731967894e-05,1,1,1,1,0.196969696969697,0.227272727272727,0.217868338557994,0.249216300940439
#183450,#183450,0.242424242424242,0.233542319749216,7.62427517589777e-05,1,1,1,1,0.227272727272727,0.257575757575758,0.217868338557994,0.249216300940439
#193855,#193855,0.272727272727273,0.233542319749216,9.95917210217921e-05,1,1,1,1,0.257575757575758,0.287878787878788,0.217868338557994,0.249216300940439
#1B3B59,#1B3B59,0.303030303030303,0.233542319749216,0.000122570559391303,1,1,1,1,0.287878787878788,0.318181818181818,0.217868338557994,0.249216300940439
#1D3F5E,#1D3F5E,0.333333333333333,0.233542319749216,0.000144527320264775,1,1,1,1,0.318181818181818,0.348484848484848,0.217868338557994,0.249216300940439
#1D4060,#1D4060,0.363636363636364,0.233542319749216,0.000152971408034532,1,1,1,1,0.348484848484849,0.378787878787879,0.217868338557994,0.249216300940439
#1C3E5C,#1C3E5C,0.393939393939394,0.233542319749216,0.000135714063809229,1,1,1,1,0.378787878787879,0.409090909090909,0.217868338557994,0.249216300940439
#193854,#193854,0.424242424242424,0.233542319749216,9.85786669642179e-05,1,1,1,1,0.409090909090909,0.439393939393939,0.217868338557994,0.249216300940439
#16324D,#16324D,0.454545454545455,0.233542319749216,5.99554108817743e-05,1,1,1,1,0.43939393939394,0.46969696969697,0.217868338557994,0.249216300940439
#142E47,#142E47,0.484848484848485,0.233542319749216,3.20088193848975e-05,1,1,1,1,0.46969696969697,0.5,0.217868338557994,0.249216300940439
#132B43,#132B43,0.515151515151515,0.233542319749216,1.54800934584709e-05,1,1,1,1,0.5,0.53030303030303,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.545454545454546,0.233542319749216,6.85435394917046e-06,1,1,1,1,0.53030303030303,0.560606060606061,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.575757575757576,0.233542319749216,2.93378808705474e-06,1,1,1,1,0.560606060606061,0.590909090909091,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.606060606060606,0.233542319749216,1.31698434173104e-06,1,1,1,1,0.590909090909091,0.621212121212121,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.636363636363637,0.233542319749216,6.10770615627347e-07,1,1,1,1,0.621212121212121,0.651515151515152,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.666666666666667,0.233542319749216,3.53863274501775e-07,1,1,1,1,0.651515151515152,0.681818181818182,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.696969696969697,0.233542319749216,4.23808467597082e-07,1,1,1,1,0.681818181818182,0.712121212121212,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.727272727272727,0.233542319749216,6.42021942712371e-07,1,1,1,1,0.712121212121212,0.742424242424243,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.757575757575758,0.233542319749216,7.7724921279333e-07,1,1,1,1,0.742424242424243,0.772727272727273,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.787878787878788,0.233542319749216,7.33255275723962e-07,1,1,1,1,0.772727272727273,0.803030303030303,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.818181818181818,0.233542319749216,5.81460629521165e-07,1,1,1,1,0.803030303030303,0.833333333333333,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.848484848484849,0.233542319749216,3.99866275627189e-07,1,1,1,1,0.833333333333334,0.863636363636364,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.878787878787879,0.233542319749216,2.24314118012774e-07,1,1,1,1,0.863636363636364,0.893939393939394,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.909090909090909,0.233542319749216,9.4220230643672e-08,1,1,1,1,0.893939393939394,0.924242424242424,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.93939393939394,0.233542319749216,2.80565174573256e-08,1,1,1,1,0.924242424242424,0.954545454545455,0.217868338557994,0.249216300940439
#FFFFFF,#FFFFFF,0.0606060606060605,0.264890282131661,8.89424762080991e-08,1,1,1,1,0.0454545454545455,0.0757575757575756,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.0909090909090909,0.264890282131661,3.3717670264966e-07,1,1,1,1,0.0757575757575758,0.106060606060606,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.121212121212121,0.264890282131661,1.13417618653205e-06,1,1,1,1,0.106060606060606,0.136363636363636,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.151515151515151,0.264890282131661,3.39100969162224e-06,1,1,1,1,0.136363636363636,0.166666666666667,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.181818181818182,0.264890282131661,8.69362992554216e-06,1,1,1,1,0.166666666666667,0.196969696969697,0.249216300940439,0.280564263322884
#132C44,#132C44,0.212121212121212,0.264890282131661,1.84762971952549e-05,1,1,1,1,0.196969696969697,0.227272727272727,0.249216300940439,0.280564263322884
#142E47,#142E47,0.242424242424242,0.264890282131661,3.34557077184785e-05,1,1,1,1,0.227272727272727,0.257575757575758,0.249216300940439,0.280564263322884
#16314C,#16314C,0.272727272727273,0.264890282131661,5.60688480861212e-05,1,1,1,1,0.257575757575758,0.287878787878788,0.249216300940439,0.280564263322884
#193753,#193753,0.303030303030303,0.264890282131661,9.06381694070537e-05,1,1,1,1,0.287878787878788,0.318181818181818,0.249216300940439,0.280564263322884
#1C3D5C,#1C3D5C,0.333333333333333,0.264890282131661,0.000133308626767933,1,1,1,1,0.318181818181818,0.348484848484848,0.249216300940439,0.280564263322884
#1E4262,#1E4262,0.363636363636364,0.264890282131661,0.000164382881547933,1,1,1,1,0.348484848484849,0.378787878787879,0.249216300940439,0.280564263322884
#1E4262,#1E4262,0.393939393939394,0.264890282131661,0.000163089290400472,1,1,1,1,0.378787878787879,0.409090909090909,0.249216300940439,0.280564263322884
#1C3D5B,#1C3D5B,0.424242424242424,0.264890282131661,0.000130639309862197,1,1,1,1,0.409090909090909,0.439393939393939,0.249216300940439,0.280564263322884
#183652,#183652,0.454545454545455,0.264890282131661,8.75582384582928e-05,1,1,1,1,0.43939393939394,0.46969696969697,0.249216300940439,0.280564263322884
#16314B,#16314B,0.484848484848485,0.264890282131661,5.11366923107167e-05,1,1,1,1,0.46969696969697,0.5,0.249216300940439,0.280564263322884
#142D46,#142D46,0.515151515151515,0.264890282131661,2.6223035851244e-05,1,1,1,1,0.5,0.53030303030303,0.249216300940439,0.280564263322884
#132B43,#132B43,0.545454545454546,0.264890282131661,1.14903018138166e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.575757575757576,0.264890282131661,4.24955203597573e-06,1,1,1,1,0.560606060606061,0.590909090909091,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.606060606060606,0.264890282131661,1.41336306899908e-06,1,1,1,1,0.590909090909091,0.621212121212121,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.636363636363637,0.264890282131661,5.39602081656308e-07,1,1,1,1,0.621212121212121,0.651515151515152,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.666666666666667,0.264890282131661,4.67873001378507e-07,1,1,1,1,0.651515151515152,0.681818181818182,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.696969696969697,0.264890282131661,8.46760597547996e-07,1,1,1,1,0.681818181818182,0.712121212121212,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.727272727272727,0.264890282131661,1.41589966237795e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.757575757575758,0.264890282131661,1.79823948524002e-06,1,1,1,1,0.742424242424243,0.772727272727273,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.787878787878788,0.264890282131661,1.8043464221084e-06,1,1,1,1,0.772727272727273,0.803030303030303,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.818181818181818,0.264890282131661,1.53485402780435e-06,1,1,1,1,0.803030303030303,0.833333333333333,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.848484848484849,0.264890282131661,1.11311113965702e-06,1,1,1,1,0.833333333333334,0.863636363636364,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.878787878787879,0.264890282131661,6.41436426185539e-07,1,1,1,1,0.863636363636364,0.893939393939394,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.909090909090909,0.264890282131661,2.72187497281663e-07,1,1,1,1,0.893939393939394,0.924242424242424,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.93939393939394,0.264890282131661,8.1307887336598e-08,1,1,1,1,0.924242424242424,0.954545454545455,0.249216300940439,0.280564263322884
#FFFFFF,#FFFFFF,0.0606060606060605,0.296238244514107,9.11638290133282e-09,1,1,1,1,0.0454545454545455,0.0757575757575756,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.0909090909090909,0.296238244514107,4.77283118788717e-08,1,1,1,1,0.0757575757575758,0.106060606060606,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.121212121212121,0.296238244514107,2.21588068497483e-07,1,1,1,1,0.106060606060606,0.136363636363636,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.151515151515151,0.296238244514107,8.58184435878844e-07,1,1,1,1,0.136363636363636,0.166666666666667,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.181818181818182,0.296238244514107,2.63086975517175e-06,1,1,1,1,0.166666666666667,0.196969696969697,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.212121212121212,0.296238244514107,6.47939616701598e-06,1,1,1,1,0.196969696969697,0.227272727272727,0.280564263322884,0.311912225705329
#132B43,#132B43,0.242424242424242,0.296238244514107,1.40573702377392e-05,1,1,1,1,0.227272727272727,0.257575757575758,0.280564263322884,0.311912225705329
#142D46,#142D46,0.272727272727273,0.296238244514107,2.95549274955402e-05,1,1,1,1,0.257575757575758,0.287878787878788,0.280564263322884,0.311912225705329
#16324C,#16324C,0.303030303030303,0.296238244514107,5.89843847520352e-05,1,1,1,1,0.287878787878788,0.318181818181818,0.280564263322884,0.311912225705329
#1A3855,#1A3855,0.333333333333333,0.296238244514107,0.000101198365852835,1,1,1,1,0.318181818181818,0.348484848484848,0.280564263322884,0.311912225705329
#1C3E5D,#1C3E5D,0.363636363636364,0.296238244514107,0.000139247902657283,1,1,1,1,0.348484848484849,0.378787878787879,0.280564263322884,0.311912225705329
#1D405F,#1D405F,0.393939393939394,0.296238244514107,0.000151194820498533,1,1,1,1,0.378787878787879,0.409090909090909,0.280564263322884,0.311912225705329
#1C3D5C,#1C3D5C,0.424242424242424,0.296238244514107,0.000132623175638897,1,1,1,1,0.409090909090909,0.439393939393939,0.280564263322884,0.311912225705329
#193854,#193854,0.454545454545455,0.296238244514107,9.82151576059418e-05,1,1,1,1,0.43939393939394,0.46969696969697,0.280564263322884,0.311912225705329
#17334D,#17334D,0.484848484848485,0.296238244514107,6.34235968809967e-05,1,1,1,1,0.46969696969697,0.5,0.280564263322884,0.311912225705329
#142E48,#142E48,0.515151515151515,0.296238244514107,3.55352407120522e-05,1,1,1,1,0.5,0.53030303030303,0.280564263322884,0.311912225705329
#132B44,#132B44,0.545454545454546,0.296238244514107,1.68445074613113e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.575757575757576,0.296238244514107,6.77332084395716e-06,1,1,1,1,0.560606060606061,0.590909090909091,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.606060606060606,0.296238244514107,2.50639780407582e-06,1,1,1,1,0.590909090909091,0.621212121212121,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.636363636363637,0.296238244514107,1.06040330985046e-06,1,1,1,1,0.621212121212121,0.651515151515152,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.666666666666667,0.296238244514107,8.04900189030826e-07,1,1,1,1,0.651515151515152,0.681818181818182,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.696969696969697,0.296238244514107,1.2190725364872e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.727272727272727,0.296238244514107,1.99120399000103e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.757575757575758,0.296238244514107,2.62356043729514e-06,1,1,1,1,0.742424242424243,0.772727272727273,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.787878787878788,0.296238244514107,2.76799258589174e-06,1,1,1,1,0.772727272727273,0.803030303030303,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.818181818181818,0.296238244514107,2.44561639827987e-06,1,1,1,1,0.803030303030303,0.833333333333333,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.848484848484849,0.296238244514107,1.80039948776693e-06,1,1,1,1,0.833333333333334,0.863636363636364,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.878787878787879,0.296238244514107,1.03774687050353e-06,1,1,1,1,0.863636363636364,0.893939393939394,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.909090909090909,0.296238244514107,4.38666772200508e-07,1,1,1,1,0.893939393939394,0.924242424242424,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.93939393939394,0.296238244514107,1.3059307819076e-07,1,1,1,1,0.924242424242424,0.954545454545455,0.280564263322884,0.311912225705329
#FFFFFF,#FFFFFF,0.0606060606060605,0.327586206896552,1.44296618391883e-09,1,1,1,1,0.0454545454545455,0.0757575757575756,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.0909090909090909,0.327586206896552,1.14074096169196e-08,1,1,1,1,0.0757575757575758,0.106060606060606,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.121212121212121,0.327586206896552,6.93934120519385e-08,1,1,1,1,0.106060606060606,0.136363636363636,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.151515151515151,0.327586206896552,3.09557431395993e-07,1,1,1,1,0.136363636363636,0.166666666666667,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.181818181818182,0.327586206896552,1.01704244075667e-06,1,1,1,1,0.166666666666667,0.196969696969697,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.212121212121212,0.327586206896552,2.63873268775059e-06,1,1,1,1,0.196969696969697,0.227272727272727,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.242424242424242,0.327586206896552,6.25059373181514e-06,1,1,1,1,0.227272727272727,0.257575757575758,0.311912225705329,0.343260188087774
#132B43,#132B43,0.272727272727273,0.327586206896552,1.50961080479437e-05,1,1,1,1,0.257575757575758,0.287878787878788,0.311912225705329,0.343260188087774
#142E48,#142E48,0.303030303030303,0.327586206896552,3.46794772704542e-05,1,1,1,1,0.287878787878788,0.318181818181818,0.311912225705329,0.343260188087774
#17334E,#17334E,0.333333333333333,0.327586206896552,6.63960260483442e-05,1,1,1,1,0.318181818181818,0.348484848484848,0.311912225705329,0.343260188087774
#193855,#193855,0.363636363636364,0.327586206896552,9.93625582966485e-05,1,1,1,1,0.348484848484849,0.378787878787879,0.311912225705329,0.343260188087774
#1B3A58,#1B3A58,0.393939393939394,0.327586206896552,0.000116328309915868,1,1,1,1,0.378787878787879,0.409090909090909,0.311912225705329,0.343260188087774
#1A3A57,#1A3A57,0.424242424242424,0.327586206896552,0.000110737929852959,1,1,1,1,0.409090909090909,0.439393939393939,0.311912225705329,0.343260188087774
#193753,#193753,0.454545454545455,0.327586206896552,8.99064798289723e-05,1,1,1,1,0.43939393939394,0.46969696969697,0.311912225705329,0.343260188087774
#17334D,#17334D,0.484848484848485,0.327586206896552,6.37367205689899e-05,1,1,1,1,0.46969696969697,0.5,0.311912225705329,0.343260188087774
#152F48,#152F48,0.515151515151515,0.327586206896552,3.92115473368362e-05,1,1,1,1,0.5,0.53030303030303,0.311912225705329,0.343260188087774
#132C45,#132C45,0.545454545454546,0.327586206896552,2.09707701020006e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.311912225705329,0.343260188087774
#132B43,#132B43,0.575757575757576,0.327586206896552,1.02806217798999e-05,1,1,1,1,0.560606060606061,0.590909090909091,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.606060606060606,0.327586206896552,5.09302168986667e-06,1,1,1,1,0.590909090909091,0.621212121212121,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.636363636363637,0.327586206896552,2.72562002332263e-06,1,1,1,1,0.621212121212121,0.651515151515152,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.666666666666667,0.327586206896552,1.70365261021311e-06,1,1,1,1,0.651515151515152,0.681818181818182,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.696969696969697,0.327586206896552,1.58412985915928e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.727272727272727,0.327586206896552,2.10320656276624e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.757575757575758,0.327586206896552,2.71174915985205e-06,1,1,1,1,0.742424242424243,0.772727272727273,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.787878787878788,0.327586206896552,2.87202605268551e-06,1,1,1,1,0.772727272727273,0.803030303030303,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.818181818181818,0.327586206896552,2.48001797612734e-06,1,1,1,1,0.803030303030303,0.833333333333333,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.848484848484849,0.327586206896552,1.74802292469432e-06,1,1,1,1,0.833333333333334,0.863636363636364,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.878787878787879,0.327586206896552,9.6775198106417e-07,1,1,1,1,0.863636363636364,0.893939393939394,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.909090909090909,0.327586206896552,3.98309556647905e-07,1,1,1,1,0.893939393939394,0.924242424242424,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.93939393939394,0.327586206896552,1.16824382762496e-07,1,1,1,1,0.924242424242424,0.954545454545455,0.311912225705329,0.343260188087774
#FFFFFF,#FFFFFF,0.0606060606060605,0.358934169278997,4.06082841017063e-10,1,1,1,1,0.0454545454545455,0.0757575757575756,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.0909090909090909,0.358934169278997,3.76323918605705e-09,1,1,1,1,0.0757575757575758,0.106060606060606,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.121212121212121,0.358934169278997,2.44433232327099e-08,1,1,1,1,0.106060606060606,0.136363636363636,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.151515151515151,0.358934169278997,1.11614342361855e-07,1,1,1,1,0.136363636363636,0.166666666666667,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.181818181818182,0.358934169278997,3.70741821011153e-07,1,1,1,1,0.166666666666667,0.196969696969697,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.212121212121212,0.358934169278997,9.95668644380859e-07,1,1,1,1,0.196969696969697,0.227272727272727,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.242424242424242,0.358934169278997,2.63206551142287e-06,1,1,1,1,0.227272727272727,0.257575757575758,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.272727272727273,0.358934169278997,7.49297653052065e-06,1,1,1,1,0.257575757575758,0.287878787878788,0.343260188087774,0.374608150470219
#132C44,#132C44,0.303030303030303,0.358934169278997,1.97295028267242e-05,1,1,1,1,0.287878787878788,0.318181818181818,0.343260188087774,0.374608150470219
#152F49,#152F49,0.333333333333333,0.358934169278997,4.13864330495904e-05,1,1,1,1,0.318181818181818,0.348484848484848,0.343260188087774,0.374608150470219
#17334E,#17334E,0.363636363636364,0.358934169278997,6.62515555684877e-05,1,1,1,1,0.348484848484849,0.378787878787879,0.343260188087774,0.374608150470219
#183551,#183551,0.393939393939394,0.358934169278997,8.26884342926354e-05,1,1,1,1,0.378787878787879,0.409090909090909,0.343260188087774,0.374608150470219
#183652,#183652,0.424242424242424,0.358934169278997,8.45756103841697e-05,1,1,1,1,0.409090909090909,0.439393939393939,0.343260188087774,0.374608150470219
#173450,#173450,0.454545454545455,0.358934169278997,7.41010592169321e-05,1,1,1,1,0.43939393939394,0.46969696969697,0.343260188087774,0.374608150470219
#16314C,#16314C,0.484848484848485,0.358934169278997,5.64695683406532e-05,1,1,1,1,0.46969696969697,0.5,0.343260188087774,0.374608150470219
#152F48,#152F48,0.515151515151515,0.358934169278997,3.77915947524034e-05,1,1,1,1,0.5,0.53030303030303,0.343260188087774,0.374608150470219
#142D45,#142D45,0.545454545454546,0.358934169278997,2.34529856340999e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.343260188087774,0.374608150470219
#132B43,#132B43,0.575757575757576,0.358934169278997,1.47591720608979e-05,1,1,1,1,0.560606060606061,0.590909090909091,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.606060606060606,0.358934169278997,9.59934249782738e-06,1,1,1,1,0.590909090909091,0.621212121212121,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.636363636363637,0.358934169278997,6.06069944081849e-06,1,1,1,1,0.621212121212121,0.651515151515152,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.666666666666667,0.358934169278997,3.64046132658458e-06,1,1,1,1,0.651515151515152,0.681818181818182,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.696969696969697,0.358934169278997,2.35220510478635e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.727272727272727,0.358934169278997,2.04441789558767e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.757575757575758,0.358934169278997,2.18358056199102e-06,1,1,1,1,0.742424242424243,0.772727272727273,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.787878787878788,0.358934169278997,2.13349918984594e-06,1,1,1,1,0.772727272727273,0.803030303030303,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.818181818181818,0.358934169278997,1.68841139721745e-06,1,1,1,1,0.803030303030303,0.833333333333333,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.848484848484849,0.358934169278997,1.07046662826247e-06,1,1,1,1,0.833333333333334,0.863636363636364,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.878787878787879,0.358934169278997,5.39203514194988e-07,1,1,1,1,0.863636363636364,0.893939393939394,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.909090909090909,0.358934169278997,2.08138041391456e-07,1,1,1,1,0.893939393939394,0.924242424242424,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.93939393939394,0.358934169278997,5.88600296163578e-08,1,1,1,1,0.924242424242424,0.954545454545455,0.343260188087774,0.374608150470219
#FFFFFF,#FFFFFF,0.0606060606060605,0.390282131661442,9.2564630288512e-11,1,1,1,1,0.0454545454545455,0.0757575757575756,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.0909090909090909,0.390282131661442,8.75253170214857e-10,1,1,1,1,0.0757575757575758,0.106060606060606,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.121212121212121,0.390282131661442,5.7313821438677e-09,1,1,1,1,0.106060606060606,0.136363636363636,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.151515151515151,0.390282131661442,2.65119997186028e-08,1,1,1,1,0.136363636363636,0.166666666666667,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.181818181818182,0.390282131661442,9.30138254902323e-08,1,1,1,1,0.166666666666667,0.196969696969697,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.212121212121212,0.390282131661442,2.98783145539552e-07,1,1,1,1,0.196969696969697,0.227272727272727,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.242424242424242,0.390282131661442,1.07465115984981e-06,1,1,1,1,0.227272727272727,0.257575757575758,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.272727272727273,0.390282131661442,3.92139827377427e-06,1,1,1,1,0.257575757575758,0.287878787878788,0.37460815047022,0.405956112852665
#132B43,#132B43,0.303030303030303,0.390282131661442,1.17219622425709e-05,1,1,1,1,0.287878787878788,0.318181818181818,0.37460815047022,0.405956112852665
#142D46,#142D46,0.333333333333333,0.390282131661442,2.62766865828998e-05,1,1,1,1,0.318181818181818,0.348484848484848,0.37460815047022,0.405956112852665
#153049,#153049,0.363636363636364,0.390282131661442,4.42275009875971e-05,1,1,1,1,0.348484848484849,0.378787878787879,0.37460815047022,0.405956112852665
#16324C,#16324C,0.393939393939394,0.390282131661442,5.83153048069787e-05,1,1,1,1,0.378787878787879,0.409090909090909,0.37460815047022,0.405956112852665
#17334D,#17334D,0.424242424242424,0.390282131661442,6.36278871054112e-05,1,1,1,1,0.409090909090909,0.439393939393939,0.37460815047022,0.405956112852665
#16324C,#16324C,0.454545454545455,0.390282131661442,5.94930670435355e-05,1,1,1,1,0.43939393939394,0.46969696969697,0.37460815047022,0.405956112852665
#15304A,#15304A,0.484848484848485,0.390282131661442,4.82246376289352e-05,1,1,1,1,0.46969696969697,0.5,0.37460815047022,0.405956112852665
#142E48,#142E48,0.515151515151515,0.390282131661442,3.53802481567793e-05,1,1,1,1,0.5,0.53030303030303,0.37460815047022,0.405956112852665
