alpha	colour	x	y	group
0.18	#295880	0.146464646464646	0.226506047963557	91
0.18	#295880	0.247474747474748	0.261347546353154	91
0.18	#295880	0.348484848484849	0.288398081833172	91
0.18	#295880	0.44949494949495	0.323416041161631	91
0.18	#295880	0.550505050505051	0.3830888019546	91
0.18	#295880	0.651515151515152	0.417496685072821	91
0.18	#295880	0.752525252525253	0.466332673543735	91
0.18	#295880	0.853535353535354	0.49296477668066	91
0.18	#295880	0.954545454545455	0.539987329974844	91
0.1012	#2B5A83	0.0454545454545455	0.0471181670808648	92
0.1012	#2B5A83	0.146464646464646	0.141092245321529	92
0.1012	#2B5A83	0.247474747474748	0.174077157711146	92
0.1012	#2B5A83	0.348484848484849	0.216170722981732	92
0.1012	#2B5A83	0.44949494949495	0.290937742797151	92
0.1012	#2B5A83	0.550505050505051	0.33288910148402	92
0.1012	#2B5A83	0.651515151515152	0.401753927062613	92
0.1012	#2B5A83	0.752525252525253	0.465574190405637	92
0.1012	#2B5A83	0.853535353535354	0.52639108027058	92
0.1012	#2B5A83	0.954545454545455	0.552653114318011	92
0.1796	#2F6490	0.0454545454545455	0.174105911996518	93
0.1796	#2F6490	0.146464646464646	0.227171921482459	93
0.1796	#2F6490	0.247474747474748	0.258236136113906	93
0.1796	#2F6490	0.348484848484849	0.298545636712497	93
0.1796	#2F6490	0.44949494949495	0.365982593030332	93
0.1796	#2F6490	0.550505050505051	0.389621474348168	93
0.1796	#2F6490	0.651515151515152	0.480462072520242	93
0.1796	#2F6490	0.752525252525253	0.495563188997587	93
0.1796	#2F6490	0.853535353535354	0.555587581881048	93
0.1796	#2F6490	0.954545454545455	0.600135859301883	93
0.2	#2F638E	0.0454545454545455	0.207476526508811	94
0.2	#2F638E	0.146464646464646	0.250661784574478	94
0.2	#2F638E	0.247474747474748	0.293390571306181	94
0.2	#2F638E	0.348484848484849	0.347744565449528	94
0.2	#2F638E	0.44949494949495	0.377894407761625	94
0.2	#2F638E	0.550505050505051	0.416658344156709	94
0.2	#2F638E	0.651515151515152	0.467808180771459	94
0.2	#2F638E	0.752525252525253	0.514545534799592	94
0.2	#2F638E	0.853535353535354	0.560582392986364	94
0.2	#2F638E	0.954545454545455	0.594395074403021	94
0.2044	#336C9A	0.0454545454545455	0.214374493013984	95
0.2044	#336C9A	0.146464646464646	0.271647481054556	95
0.2044	#336C9A	0.247474747474748	0.312326652062615	95
0.2044	#336C9A	0.348484848484849	0.350661109533323	95
0.2044	#336C9A	0.44949494949495	0.412485599387668	95
0.2044	#336C9A	0.550505050505051	0.435055231883636	95
0.2044	#336C9A	0.651515151515152	0.499387472988519	95
0.2044	#336C9A	0.752525252525253	0.542838155673722	95
0.2044	#336C9A	0.853535353535354	0.56936766656822	95
0.2044	#336C9A	0.954545454545455	0.636810956113856	95
0.228	#295880	0.0454545454545455	0.252816718527024	96
0.228	#295880	0.146464646464646	0.253752670398193	96
0.228	#295880	0.247474747474748	0.311833224952732	96
0.228	#295880	0.348484848484849	0.348856803411417	96
0.228	#295880	0.44949494949495	0.363925241750594	96
0.228	#295880	0.550505050505051	0.414276458931453	96
0.228	#295880	0.651515151515152	0.456555736777939	96
0.228	#295880	0.752525252525253	0.487824762867483	96
0.228	#295880	0.853535353535354	0.523549961012355	96
0.228	#295880	0.954545454545455	0.540484843456946	96
0.2264	#3D7FB4	0.0454545454545455	0.249858403093419	97
0.2264	#3D7FB4	0.146464646464646	0.290074648297526	97
0.2264	#3D7FB4	0.247474747474748	0.34964579881311	97
0.2264	#3D7FB4	0.348484848484849	0.399583281413417	97
0.2264	#3D7FB4	0.44949494949495	0.434003917088543	97
0.2264	#3D7FB4	0.550505050505051	0.50913251219003	97
0.2264	#3D7FB4	0.651515151515152	0.548269582022688	97
0.2264	#3D7FB4	0.752525252525253	0.610238161952054	97
0.2264	#3D7FB4	0.853535353535354	0.673600777607098	97
0.2264	#3D7FB4	0.954545454545455	0.73024923939899	97
0.1628	#29567D	0.0454545454545455	0.147303101119747	98
0.1628	#29567D	0.146464646464646	0.184168366956851	98
0.1628	#29567D	0.247474747474748	0.220613203115888	98
0.1628	#29567D	0.348484848484849	0.276753254043718	98
0.1628	#29567D	0.44949494949495	0.317057508162932	98
0.1628	#29567D	0.550505050505051	0.353729028253591	98
0.1628	#29567D	0.651515151515152	0.397718206062275	98
0.1628	#29567D	0.752525252525253	0.463263304251898	98
0.1628	#29567D	0.853535353535354	0.498722221621293	98
0.1628	#29567D	0.954545454545455	0.532057151050402	98
0.1928	#3671A1	0.0454545454545455	0.195742695278554	99
0.1928	#3671A1	0.146464646464646	0.247998791860497	99
0.1928	#3671A1	0.247474747474748	0.317236698958142	99
0.1928	#3671A1	0.348484848484849	0.361862799052166	99
0.1928	#3671A1	0.44949494949495	0.407840436283686	99
0.1928	#3671A1	0.550505050505051	0.460900938981261	99
0.1928	#3671A1	0.651515151515152	0.513943698045612	99
0.1928	#3671A1	0.752525252525253	0.556647710318693	99
0.1928	#3671A1	0.853535353535354	0.607593777530041	99
0.1928	#3671A1	0.954545454545455	0.66172388346064	99
0.17	#255075	0.0454545454545455	0.159044650560362	100
0.17	#255075	0.146464646464646	0.181509223338606	100
0.17	#255075	0.247474747474748	0.251208416361099	100
0.17	#255075	0.348484848484849	0.289742435241993	100
0.17	#255075	0.44949494949495	0.2986603737841	100
0.17	#255075	0.550505050505051	0.336710007561334	100
0.17	#255075	0.651515151515152	0.36855975823476	100
0.17	#255075	0.752525252525253	0.426664714581867	100
0.17	#255075	0.853535353535354	0.442625013623551	100
0.17	#255075	0.954545454545455	0.50176266568998	100
0.2076	#255075	0.0454545454545455	0.219797847546383	101
0.2076	#255075	0.146464646464646	0.273523688689496	101
0.2076	#255075	0.247474747474748	0.271578924703628	101
0.2076	#255075	0.348484848484849	0.314101145109354	101
0.2076	#255075	0.44949494949495	0.344846387597996	101
0.2076	#255075	0.550505050505051	0.384316488334658	101
0.2076	#255075	0.651515151515152	0.425014687369105	101
0.2076	#255075	0.752525252525253	0.447548515407165	101
0.2076	#255075	0.853535353535354	0.490250005172662	101
0.2076	#255075	0.954545454545455	0.499616362993963	101
0.1568	#183652	0.0454545454545455	0.137288852045978	102
0.1568	#183652	0.146464646464646	0.152106623846896	102
0.1568	#183652	0.247474747474748	0.174313862590111	102
0.1568	#183652	0.348484848484849	0.21585842031663	102
0.1568	#183652	0.44949494949495	0.220780259949469	102
0.1568	#183652	0.550505050505051	0.24570302019227	102
0.1568	#183652	0.651515151515152	0.278727953012604	102
0.1568	#183652	0.752525252525253	0.317580059966579	102
0.1568	#183652	0.853535353535354	0.311505785146704	102
0.1568	#183652	0.954545454545455	0.36388626838639	102
0.2096	#326896	0.0454545454545455	0.22279635036592	103
0.2096	#326896	0.146464646464646	0.259434704902652	103
0.2096	#326896	0.247474747474748	0.307736318703612	103
0.2096	#326896	0.348484848484849	0.34036647009633	103
0.2096	#326896	0.44949494949495	0.402684045791266	103
0.2096	#326896	0.550505050505051	0.450919199574729	103
0.2096	#326896	0.651515151515152	0.484687960003938	103
0.2096	#326896	0.752525252525253	0.519123015925236	103
0.2096	#326896	0.853535353535354	0.557307695684868	103
0.2096	#326896	0.954545454545455	0.621841208137809	103
0.1684	#1B3B59	0.0454545454545455	0.155921905660992	104
0.1684	#1B3B59	0.146464646464646	0.18140328140859	104
0.1684	#1B3B59	0.247474747474748	0.211734995897656	104
0.1684	#1B3B59	0.348484848484849	0.233695253208407	104
0.1684	#1B3B59	0.44949494949495	0.257574540753078	104
0.1684	#1B3B59	0.550505050505051	0.288415192439848	104
0.1684	#1B3B59	0.651515151515152	0.303101908524165	104
0.1684	#1B3B59	0.752525252525253	0.327609143896215	104
0.1684	#1B3B59	0.853535353535354	0.349204804224351	104
0.1684	#1B3B59	0.954545454545455	0.39418593224998	104
0.1908	#2F628E	0.0454545454545455	0.192556618719073	105
0.1908	#2F628E	0.146464646464646	0.230550103534042	105
0.1908	#2F628E	0.247474747474748	0.29911577158206	105
0.1908	#2F628E	0.348484848484849	0.312954468706104	105
0.1908	#2F628E	0.44949494949495	0.373773439494905	105
0.1908	#2F628E	0.550505050505051	0.403661161601282	105
0.1908	#2F628E	0.651515151515152	0.447126515425512	105
0.1908	#2F628E	0.752525252525253	0.489653668781021	105
0.1908	#2F628E	0.853535353535354	0.535648532187357	105
0.1908	#2F628E	0.954545454545455	0.592674312601491	105
0.1956	#275278	0.0454545454545455	0.200082681127592	106
0.1956	#275278	0.146464646464646	0.2273128390299	106
0.1956	#275278	0.247474747474748	0.248575795642016	106
0.1956	#275278	0.348484848484849	0.276041044264873	106
0.1956	#275278	0.44949494949495	0.334200309236253	106
0.1956	#275278	0.550505050505051	0.368301145983921	106
0.1956	#275278	0.651515151515152	0.387166556337175	106
0.1956	#275278	0.752525252525253	0.44640718188501	106
0.1956	#275278	0.853535353535354	0.468805934141981	106
0.1956	#275278	0.954545454545455	0.51341367088245	106
0.1956	#2C5C86	0.0454545454545455	0.200102017342798	107
0.1956	#2C5C86	0.146464646464646	0.237668167506027	107
0.1956	#2C5C86	0.247474747474748	0.265877620886881	107
0.1956	#2C5C86	0.348484848484849	0.32033365934937	107
0.1956	#2C5C86	0.44949494949495	0.37361331570523	107
0.1956	#2C5C86	0.550505050505051	0.400438896599918	107
0.1956	#2C5C86	0.651515151515152	0.436127902685572	107
0.1956	#2C5C86	0.752525252525253	0.494201136257489	107
0.1956	#2C5C86	0.853535353535354	0.53138155374305	107
0.1956	#2C5C86	0.954545454545455	0.563091599421081	107
0.1552	#2C5D87	0.0454545454545455	0.134497275212898	108
0.1552	#2C5D87	0.146464646464646	0.179198100999234	108
0.1552	#2C5D87	0.247474747474748	0.234782493439495	108
0.1552	#2C5D87	0.348484848484849	0.288600065519645	108
0.1552	#2C5D87	0.44949494949495	0.313779803672645	108
0.1552	#2C5D87	0.550505050505051	0.378297856544564	108
0.1552	#2C5D87	0.651515151515152	0.440723204786507	108
0.1552	#2C5D87	0.752525252525253	0.470345644668897	108
0.1552	#2C5D87	0.853535353535354	0.52694957113309	108
0.1552	#2C5D87	0.954545454545455	0.566562737396637	108
0.18	#183551	0.0454545454545455	0.174802522138546	109
0.18	#183551	0.146464646464646	0.210097431010506	109
0.18	#183551	0.247474747474748	0.215076339356772	109
0.18	#183551	0.348484848484849	0.241554625934585	109
0.18	#183551	0.44949494949495	0.272796540980751	109
0.18	#183551	0.550505050505051	0.266427677313217	109
0.18	#183551	0.651515151515152	0.317036487666658	109
0.18	#183551	0.752525252525253	0.325549374542744	109
0.18	#183551	0.853535353535354	0.360864768522716	109
0.18	#183551	0.954545454545455	0.353386923787818	109
0.2136	#3B7CB0	0.0454545454545455	0.229074966578284	110
0.2136	#3B7CB0	0.146464646464646	0.297964907781058	110
0.2136	#3B7CB0	0.247474747474748	0.343877864516114	110
0.2136	#3B7CB0	0.348484848484849	0.378866102627812	110
0.2136	#3B7CB0	0.44949494949495	0.464415004536485	110
0.2136	#3B7CB0	0.550505050505051	0.521758848226196	110
0.2136	#3B7CB0	0.651515151515152	0.553507503241418	110
0.2136	#3B7CB0	0.752525252525253	0.617912838486686	110
0.2136	#3B7CB0	0.853535353535354	0.648674219360196	110
0.2136	#3B7CB0	0.954545454545455	0.714533729152565	110
0.1932	#316793	0.0454545454545455	0.196192707610852	111
0.1932	#316793	0.146464646464646	0.250493104876391	111
0.1932	#316793	0.247474747474748	0.293936386870267	111
0.1932	#316793	0.348484848484849	0.343187936674128	111
0.1932	#316793	0.44949494949495	0.390683686436607	111
0.1932	#316793	0.550505050505051	0.448461048462569	111
0.1932	#316793	0.651515151515152	0.467946507616922	111
0.1932	#316793	0.752525252525253	0.516552640831653	111
0.1932	#316793	0.853535353535354	0.575702377587408	111
0.1932	#316793	0.954545454545455	0.613187697584046	111
0.188	#1D3F5E	0.0454545454545455	0.187643650103629	112
0.188	#1D3F5E	0.146464646464646	0.204075210881155	112
0.188	#1D3F5E	0.247474747474748	0.235946279081868	112
0.188	#1D3F5E	0.348484848484849	0.26600506132361	112
0.188	#1D3F5E	0.44949494949495	0.273528311594646	112
0.188	#1D3F5E	0.550505050505051	0.296490796103181	112
0.188	#1D3F5E	0.651515151515152	0.321105683529743	112
0.188	#1D3F5E	0.752525252525253	0.347777718554845	112
0.188	#1D3F5E	0.853535353535354	0.380752486536177	112
0.188	#1D3F5E	0.954545454545455	0.413192793593644	112
0.2212	#316794	0.0454545454545455	0.241599073111643	113
0.2212	#316794	0.146464646464646	0.275448356030335	113
0.2212	#316794	0.247474747474748	0.311890023422113	113
0.2212	#316794	0.348484848484849	0.353605326896138	113
0.2212	#316794	0.44949494949495	0.41760080649694	113
0.2212	#316794	0.550505050505051	0.431818192943899	113
0.2212	#316794	0.651515151515152	0.503288761340975	113
0.2212	#316794	0.752525252525253	0.526147226667202	113
0.2212	#316794	0.853535353535354	0.575029860112966	113
0.2212	#316794	0.954545454545455	0.615088023509429	113
0.2076	#2B5B84	0.0454545454545455	0.219428580820302	114
0.2076	#2B5B84	0.146464646464646	0.24218835205206	114
0.2076	#2B5B84	0.247474747474748	0.307025148783709	114
0.2076	#2B5B84	0.348484848484849	0.335780644537255	114
0.2076	#2B5B84	0.44949494949495	0.381485720162425	114
0.2076	#2B5B84	0.550505050505051	0.393465161751932	114
0.2076	#2B5B84	0.651515151515152	0.432836027547803	114
0.2076	#2B5B84	0.752525252525253	0.490914522186177	114
0.2076	#2B5B84	0.853535353535354	0.498071652716575	114
0.2076	#2B5B84	0.954545454545455	0.557183382594363	114
0.1752	#204668	0.0454545454545455	0.167018928706838	115
0.1752	#204668	0.146464646464646	0.207865880666933	115
0.1752	#204668	0.247474747474748	0.22495299274675	115
0.1752	#204668	0.348484848484849	0.275197975406378	115
0.1752	#204668	0.44949494949495	0.294145009068846	115
0.1752	#204668	0.550505050505051	0.334117404452353	115
0.1752	#204668	0.651515151515152	0.364375272000457	115
0.1752	#204668	0.752525252525253	0.389587564656151	115
0.1752	#204668	0.853535353535354	0.406788626267703	115
0.1752	#204668	0.954545454545455	0.450343720382204	115
0.222	#4187BF	0.0454545454545455	0.24322957852948	116
0.222	#4187BF	0.146464646464646	0.283874060511745	116
0.222	#4187BF	0.247474747474748	0.337851779076495	116
0.222	#4187BF	0.348484848484849	0.401686302401711	116
0.222	#4187BF	0.44949494949495	0.452238807917834	116
0.222	#4187BF	0.550505050505051	0.510728222493061	116
0.222	#4187BF	0.651515151515152	0.551935663837265	116
0.222	#4187BF	0.752525252525253	0.618711397143213	116
0.222	#4187BF	0.853535353535354	0.709609591835663	116
0.222	#4187BF	0.954545454545455	0.769286244428724	116
0.1876	#2A5A82	0.0454545454545455	0.187369187268103	117
0.1876	#2A5A82	0.146464646464646	0.210595995333278	117
0.1876	#2A5A82	0.247474747474748	0.235765030998416	117
0.1876	#2A5A82	0.348484848484849	0.284105270044522	117
0.1876	#2A5A82	0.44949494949495	0.330166911960983	117
0.1876	#2A5A82	0.550505050505051	0.368739572072983	117
0.1876	#2A5A82	0.651515151515152	0.405158920029268	117
0.1876	#2A5A82	0.752525252525253	0.445144559693923	117
0.1876	#2A5A82	0.853535353535354	0.485920803187144	117
0.1876	#2A5A82	0.954545454545455	0.550219943118351	117
0.1676	#2E628D	0.0454545454545455	0.15479804540682	118
0.1676	#2E628D	0.146464646464646	0.218642431177806	118
0.1676	#2E628D	0.247474747474748	0.246374145282002	118
0.1676	#2E628D	0.348484848484849	0.290267520320518	118
0.1676	#2E628D	0.44949494949495	0.335274681082613	118
0.1676	#2E628D	0.550505050505051	0.380799901128828	118
0.1676	#2E628D	0.651515151515152	0.425426964039999	118
0.1676	#2E628D	0.752525252525253	0.480434319000051	118
0.1676	#2E628D	0.853535353535354	0.528562563082822	118
0.1676	#2E628D	0.954545454545455	0.588185444872177	118
0.2136	#2A5A82	0.0454545454545455	0.229596233555237	119
0.2136	#2A5A82	0.146464646464646	0.274767351756247	119
0.2136	#2A5A82	0.247474747474748	0.283448855165989	119
0.2136	#2A5A82	0.348484848484849	0.332512011132518	119
0.2136	#2A5A82	0.44949494949495	0.367968501353958	119
0.2136	#2A5A82	0.550505050505051	0.415760817521238	119
0.2136	#2A5A82	0.651515151515152	0.428056175537748	119
0.2136	#2A5A82	0.752525252525253	0.476204236637587	119
0.2136	#2A5A82	0.853535353535354	0.544917550515114	119
0.2136	#2A5A82	0.954545454545455	0.549217130780917	119
0.156	#214668	0.0454545454545455	0.136164199855202	120
0.156	#214668	0.146464646464646	0.165482948745893	120
0.156	#214668	0.247474747474748	0.219137743085759	120
0.156	#214668	0.348484848484849	0.246443367893175	120
0.156	#214668	0.44949494949495	0.275065987504565	120
0.156	#214668	0.550505050505051	0.292427410752825	120
0.156	#214668	0.651515151515152	0.336369518178542	120
0.156	#214668	0.752525252525253	0.390397056692516	120
0.156	#214668	0.853535353535354	0.411517145306064	120
0.156	#214668	0.954545454545455	0.451337628366212	120
0.2144	#2F638E	0.0454545454545455	0.230381662542563	121
0.2144	#2F638E	0.146464646464646	0.272033610005722	121
0.2144	#2F638E	0.247474747474748	0.308686652654134	121
0.2144	#2F638E	0.348484848484849	0.364310215514933	121
0.2144	#2F638E	0.44949494949495	0.403718852828258	121
0.2144	#2F638E	0.550505050505051	0.438809942757817	121
0.2144	#2F638E	0.651515151515152	0.481121341436838	121
0.2144	#2F638E	0.752525252525253	0.522727075742919	121
0.2144	#2F638E	0.853535353535354	0.544087648320125	121
0.2144	#2F638E	0.954545454545455	0.593385741035852	121
0.1896	#3774A5	0.0454545454545455	0.190430093758134	122
0.1896	#3774A5	0.146464646464646	0.231868864931087	122
0.1896	#3774A5	0.247474747474748	0.306003371080124	122
0.1896	#3774A5	0.348484848484849	0.363917353535382	122
0.1896	#3774A5	0.44949494949495	0.404710263515844	122
0.1896	#3774A5	0.550505050505051	0.451947470063658	122
0.1896	#3774A5	0.651515151515152	0.532075718450035	122
0.1896	#3774A5	0.752525252525253	0.565806238255398	122
0.1896	#3774A5	0.853535353535354	0.610630970288694	122
0.1896	#3774A5	0.954545454545455	0.677028747102986	122
0.164	#2F628E	0.0454545454545455	0.149268041494637	123
0.164	#2F628E	0.146464646464646	0.235712167916528	123
0.164	#2F628E	0.247474747474748	0.286952232951893	123
0.164	#2F628E	0.348484848484849	0.325973363520579	123
0.164	#2F628E	0.44949494949495	0.38333715714581	123
0.164	#2F628E	0.550505050505051	0.398567922561824	123
0.164	#2F628E	0.651515151515152	0.459428421852745	123
0.164	#2F628E	0.752525252525253	0.515130785454139	123
0.164	#2F628E	0.853535353535354	0.565836622118049	123
0.164	#2F628E	0.954545454545455	0.592891844495238	123
0.1708	#1A3956	0.0454545454545455	0.160147934557936	124
0.1708	#1A3956	0.146464646464646	0.178870366524326	124
0.1708	#1A3956	0.247474747474748	0.21184469167638	124
0.1708	#1A3956	0.348484848484849	0.233626968996116	124
0.1708	#1A3956	0.44949494949495	0.255673982866461	124
0.1708	#1A3956	0.550505050505051	0.272965676097633	124
0.1708	#1A3956	0.651515151515152	0.301807423589229	124
0.1708	#1A3956	0.752525252525253	0.347097223899282	124
0.1708	#1A3956	0.853535353535354	0.339881579988466	124
0.1708	#1A3956	0.954545454545455	0.382490044278516	124
0.1604	#244D71	0.0454545454545455	0.143522728004793	125
0.1604	#244D71	0.146464646464646	0.165403367608725	125
0.1604	#244D71	0.247474747474748	0.195069021476025	125
0.1604	#244D71	0.348484848484849	0.260299736512913	125
0.1604	#244D71	0.44949494949495	0.27884839721304	125
0.1604	#244D71	0.550505050505051	0.319747407231297	125
0.1604	#244D71	0.651515151515152	0.346539255309015	125
0.1604	#244D71	0.752525252525253	0.411197130098377	125
0.1604	#244D71	0.853535353535354	0.438364322729946	125
0.1604	#244D71	0.954545454545455	0.486680760583283	125
0.1816	#204566	0.0454545454545455	0.177279613320089	126
0.1816	#204566	0.146464646464646	0.208942014604611	126
0.1816	#204566	0.247474747474748	0.219675471141436	126
0.1816	#204566	0.348484848484849	0.243436644821144	126
0.1816	#204566	0.44949494949495	0.298342289456731	126
0.1816	#204566	0.550505050505051	0.301244793986432	126
0.1816	#204566	0.651515151515152	0.345019651449864	126
0.1816	#204566	0.752525252525253	0.371693223015714	126
0.1816	#204566	0.853535353535354	0.3996466344194	126
0.1816	#204566	0.954545454545455	0.44413801527268	126
0.1608	#2B5B84	0.0454545454545455	0.14394878221454	127
0.1608	#2B5B84	0.146464646464646	0.204225821821482	127
0.1608	#2B5B84	0.247474747474748	0.239344011933364	127
0.1608	#2B5B84	0.348484848484849	0.28944832479496	127
0.1608	#2B5B84	0.44949494949495	0.332656754373827	127
0.1608	#2B5B84	0.550505050505051	0.392722260896706	127
0.1608	#2B5B84	0.651515151515152	0.42109616839358	127
0.1608	#2B5B84	0.752525252525253	0.446033831932055	127
0.1608	#2B5B84	0.853535353535354	0.486278673376153	127
0.1608	#2B5B84	0.954545454545455	0.556918013804878	127
0.162	#275379	0.0454545454545455	0.14570947593251	128
0.162	#275379	0.146464646464646	0.202374625735265	128
0.162	#275379	0.247474747474748	0.240431654599361	128
0.162	#275379	0.348484848484849	0.247724234117687	128
0.162	#275379	0.44949494949495	0.313058292583412	128
0.162	#275379	0.550505050505051	0.335427587605463	128
0.162	#275379	0.651515151515152	0.378442749967773	128
0.162	#275379	0.752525252525253	0.421198077618117	128
0.162	#275379	0.853535353535354	0.47230383966728	128
0.162	#275379	0.954545454545455	0.51746482771309	128
0.146	#132C44	0.0454545454545455	0.120066357267641	129
0.146	#132C44	0.146464646464646	0.144521246491289	129
0.146	#132C44	0.247474747474748	0.147561882194396	129
0.146	#132C44	0.348484848484849	0.188743074644641	129
0.146	#132C44	0.44949494949495	0.216065283837297	129
0.146	#132C44	0.550505050505051	0.208377103854693	129
0.146	#132C44	0.651515151515152	0.224156442233882	129
0.146	#132C44	0.752525252525253	0.252089929990485	129
0.146	#132C44	0.853535353535354	0.27589943040918	129
0.146	#132C44	0.954545454545455	0.308840415492689	129
0.2428	#316895	0.0454545454545455	0.276658718805879	130
0.2428	#316895	0.146464646464646	0.311514130026726	130
0.2428	#316895	0.247474747474748	0.349594487676079	130
0.2428	#316895	0.348484848484849	0.394405739660648	130
0.2428	#316895	0.44949494949495	0.431089829205992	130
0.2428	#316895	0.550505050505051	0.485598460603976	130
0.2428	#316895	0.651515151515152	0.502518852945246	130
0.2428	#316895	0.752525252525253	0.558614498288117	130
0.2428	#316895	0.853535353535354	0.588965680170298	130
0.2428	#316895	0.954545454545455	0.618730607222506	130
0.1576	#132B43	0.0454545454545455	0.138860220810299	131
0.1576	#132B43	0.146464646464646	0.148081707784171	131
0.1576	#132B43	0.247474747474748	0.179908960681864	131
0.1576	#132B43	0.348484848484849	0.170572594823113	131
0.1576	#132B43	0.44949494949495	0.201676496689169	131
0.1576	#132B43	0.550505050505051	0.236794724300656	131
0.1576	#132B43	0.651515151515152	0.2555131660163	131
0.1576	#132B43	0.752525252525253	0.279620421239428	131
0.1576	#132B43	0.853535353535354	0.29842750548319	131
0.1576	#132B43	0.954545454545455	0.301342564526273	131
0.1708	#1B3B59	0.0454545454545455	0.159836043902387	132
0.1708	#1B3B59	0.146464646464646	0.19595365215765	132
0.1708	#1B3B59	0.247474747474748	0.213205448550676	132
0.1708	#1B3B59	0.348484848484849	0.26415488117384	132
0.1708	#1B3B59	0.44949494949495	0.28561177351649	132
0.1708	#1B3B59	0.550505050505051	0.304168622069236	132
0.1708	#1B3B59	0.651515151515152	0.343473198360507	132
0.1708	#1B3B59	0.752525252525253	0.34702292171925	132
0.1708	#1B3B59	0.853535353535354	0.385053017776545	132
0.1708	#1B3B59	0.954545454545455	0.391490996739988	132
0.1664	#204566	0.0454545454545455	0.152832192985981	133
0.1664	#204566	0.146464646464646	0.198916390468084	133
0.1664	#204566	0.247474747474748	0.241030564355767	133
0.1664	#204566	0.348484848484849	0.2364037354872	133
0.1664	#204566	0.44949494949495	0.287771969778846	133
0.1664	#204566	0.550505050505051	0.31562635706159	133
0.1664	#204566	0.651515151515152	0.350848749032899	133
0.1664	#204566	0.752525252525253	0.391204610731577	133
0.1664	#204566	0.853535353535354	0.430173703869942	133
0.1664	#204566	0.954545454545455	0.443787875596842	133
0.1936	#2A5981	0.0454545454545455	0.196909668542288	134
0.1936	#2A5981	0.146464646464646	0.227315408151827	134
0.1936	#2A5981	0.247474747474748	0.271195103436184	134
0.1936	#2A5981	0.348484848484849	0.303691124308765	134
0.1936	#2A5981	0.44949494949495	0.350383330850682	134
0.1936	#2A5981	0.550505050505051	0.396301126092062	134
0.1936	#2A5981	0.651515151515152	0.43219202799587	134
0.1936	#2A5981	0.752525252525253	0.469503903682594	134
0.1936	#2A5981	0.853535353535354	0.518564761977258	134
0.1936	#2A5981	0.954545454545455	0.546884636898076	134
0.19	#2B5C85	0.0454545454545455	0.191141278453531	135
0.19	#2B5C85	0.146464646464646	0.217603633363319	135
0.19	#2B5C85	0.247474747474748	0.267865838543088	135
0.19	#2B5C85	0.348484848484849	0.291079962666407	135
0.19	#2B5C85	0.44949494949495	0.336512305337995	135
0.19	#2B5C85	0.550505050505051	0.376235682267771	135
0.19	#2B5C85	0.651515151515152	0.442732704762042	135
0.19	#2B5C85	0.752525252525253	0.464515702016761	135
0.19	#2B5C85	0.853535353535354	0.509662577984072	135
0.19	#2B5C85	0.954545454545455	0.561763368354254	135
0.1708	#29577F	0.0454545454545455	0.160272644047048	136
0.1708	#29577F	0.146464646464646	0.200988220345647	136
0.1708	#29577F	0.247474747474748	0.260905598225601	136
0.1708	#29577F	0.348484848484849	0.272502558547032	136
0.1708	#29577F	0.44949494949495	0.312228482113369	136
0.1708	#29577F	0.550505050505051	0.368196217178562	136
0.1708	#29577F	0.651515151515152	0.392551607475808	136
0.1708	#29577F	0.752525252525253	0.442233865154058	136
0.1708	#29577F	0.853535353535354	0.489550982124861	136
0.1708	#29577F	0.954545454545455	0.537405180447531	136
0.2152	#316795	0.0454545454545455	0.232261552615977	137
0.2152	#316795	0.146464646464646	0.276703644030743	137
0.2152	#316795	0.247474747474748	0.33497449719227	137
0.2152	#316795	0.348484848484849	0.353504172183061	137
0.2152	#316795	0.44949494949495	0.389802360042595	137
0.2152	#316795	0.550505050505051	0.466071857448524	137
0.2152	#316795	0.651515151515152	0.490271178360019	137
0.2152	#316795	0.752525252525253	0.523597350629199	137
0.2152	#316795	0.853535353535354	0.551012980705973	137
0.2152	#316795	0.954545454545455	0.617770147098217	137
0.1656	#306592	0.0454545454545455	0.1514722674424	138
0.1656	#306592	0.146464646464646	0.221345442947545	138
0.1656	#306592	0.247474747474748	0.271349954714439	138
0.1656	#306592	0.348484848484849	0.322183504078974	138
0.1656	#306592	0.44949494949495	0.362777984266119	138
0.1656	#306592	0.550505050505051	0.420398771175499	138
0.1656	#306592	0.651515151515152	0.462164729721435	138
0.1656	#306592	0.752525252525253	0.506714312240471	138
0.1656	#306592	0.853535353535354	0.56657860744554	138
0.1656	#306592	0.954545454545455	0.607051078505722	138
0.1624	#27537A	0.0454545454545455	0.146705686774121	139
0.1624	#27537A	0.146464646464646	0.197193811183307	139
0.1624	#27537A	0.247474747474748	0.219160635668451	139
0.1624	#27537A	0.348484848484849	0.272750192947654	139
0.1624	#27537A	0.44949494949495	0.317667734858793	139
0.1624	#27537A	0.550505050505051	0.346027360542582	139
0.1624	#27537A	0.651515151515152	0.401104888093926	139
0.1624	#27537A	0.752525252525253	0.446179086768145	139
0.1624	#27537A	0.853535353535354	0.474655521318322	139
0.1624	#27537A	0.954545454545455	0.517574002474039	139
0.2152	#2C5D87	0.0454545454545455	0.231721252141294	140
0.2152	#2C5D87	0.146464646464646	0.281350543589753	140
0.2152	#2C5D87	0.247474747474748	0.313032166532221	140
0.2152	#2C5D87	0.348484848484849	0.359654463092041	140
