alpha,colour,x,y,group,PANEL
0.2532,#2C5E88,0.752525252525253,0.444467201900355,108,1
0.2532,#2C5E88,0.853535353535354,0.489723902598266,108,1
0.2532,#2C5E88,0.954545454545455,0.502192372689036,108,1
0.2552,#4288C1,0.0454545454545455,0.255910465480544,109,1
0.2552,#4288C1,0.146464646464646,0.323001659170467,109,1
0.2552,#4288C1,0.247474747474748,0.350608814223215,109,1
0.2552,#4288C1,0.348484848484849,0.416673029242154,109,1
0.2552,#4288C1,0.44949494949495,0.458160400877247,109,1
0.2552,#4288C1,0.550505050505051,0.526588901683152,109,1
0.2552,#4288C1,0.651515151515152,0.563500580088551,109,1
0.2552,#4288C1,0.752525252525253,0.626163087899321,109,1
0.2552,#4288C1,0.853535353535354,0.664353959989921,109,1
0.2552,#4288C1,0.954545454545455,0.740480256501601,109,1
0.2576,#438BC4,0.0454545454545455,0.258952852709912,110,1
0.2576,#438BC4,0.146464646464646,0.304303380261968,110,1
0.2576,#438BC4,0.247474747474748,0.358386053825676,110,1
0.2576,#438BC4,0.348484848484849,0.429617624007881,110,1
0.2576,#438BC4,0.44949494949495,0.462368817642641,110,1
0.2576,#438BC4,0.550505050505051,0.539851560097919,110,1
0.2576,#438BC4,0.651515151515152,0.576203645712939,110,1
0.2576,#438BC4,0.752525252525253,0.617975796555726,110,1
0.2576,#438BC4,0.853535353535354,0.674589730616671,110,1
0.2576,#438BC4,0.954545454545455,0.752830888257878,110,1
0.2784,#3F82B9,0.0454545454545455,0.287173788767001,111,1
0.2784,#3F82B9,0.146464646464646,0.314739136482734,111,1
0.2784,#3F82B9,0.247474747474748,0.364824997696308,111,1
0.2784,#3F82B9,0.348484848484849,0.387801098375054,111,1
0.2784,#3F82B9,0.44949494949495,0.477751008245379,111,1
0.2784,#3F82B9,0.550505050505051,0.520930675897858,111,1
0.2784,#3F82B9,0.651515151515152,0.557859425674477,111,1
0.2784,#3F82B9,0.752525252525253,0.632828097071861,111,1
0.2784,#3F82B9,0.853535353535354,0.661889473119311,111,1
0.2784,#3F82B9,0.954545454545455,0.707837464445115,111,1
0.1552,#3774A5,0.0454545454545455,0.120224197875771,112,1
0.1552,#3774A5,0.146464646464646,0.178597974851611,112,1
0.1552,#3774A5,0.247474747474748,0.231561759608065,112,1
0.1552,#3774A5,0.348484848484849,0.293126941482534,112,1
0.1552,#3774A5,0.44949494949495,0.346428395026572,112,1
0.1552,#3774A5,0.550505050505051,0.415711658438468,112,1
0.1552,#3774A5,0.651515151515152,0.456566200913478,112,1
0.1552,#3774A5,0.752525252525253,0.512383323654765,112,1
0.1552,#3774A5,0.853535353535354,0.564265382450819,112,1
0.1552,#3774A5,0.954545454545455,0.627898365879922,112,1
0.2036,#3A79AC,0.0454545454545455,0.18581898148419,113,1
0.2036,#3A79AC,0.146464646464646,0.240846400720505,113,1
0.2036,#3A79AC,0.247474747474748,0.270561005127366,113,1
0.2036,#3A79AC,0.348484848484849,0.32744255253281,113,1
0.2036,#3A79AC,0.44949494949495,0.378620048741638,113,1
0.2036,#3A79AC,0.550505050505051,0.423109528744648,113,1
0.2036,#3A79AC,0.651515151515152,0.493378885415082,113,1
0.2036,#3A79AC,0.752525252525253,0.525750647281074,113,1
0.2036,#3A79AC,0.853535353535354,0.609978994002786,113,1
0.2036,#3A79AC,0.954545454545455,0.656208155203389,113,1
0.2336,#3977A9,0.0454545454545455,0.226895638521469,114,1
0.2336,#3977A9,0.146464646464646,0.281827865976913,114,1
0.2336,#3977A9,0.247474747474748,0.331354638689063,114,1
0.2336,#3977A9,0.348484848484849,0.359917729755897,114,1
0.2336,#3977A9,0.44949494949495,0.415360015453655,114,1
0.2336,#3977A9,0.550505050505051,0.473001183703364,114,1
0.2336,#3977A9,0.651515151515152,0.531035734379748,114,1
0.2336,#3977A9,0.752525252525253,0.546061808444662,114,1
0.2336,#3977A9,0.853535353535354,0.617104559137992,114,1
0.2336,#3977A9,0.954545454545455,0.644943748660959,114,1
0.1932,#2E618C,0.0454545454545455,0.171597801754529,115,1
0.1932,#2E618C,0.146464646464646,0.224276307521791,115,1
0.1932,#2E618C,0.247474747474748,0.261481698115983,115,1
0.1932,#2E618C,0.348484848484849,0.290745681978821,115,1
0.1932,#2E618C,0.44949494949495,0.314650812681982,115,1
0.1932,#2E618C,0.550505050505051,0.353110736627092,115,1
0.1932,#2E618C,0.651515151515152,0.387145865252523,115,1
0.1932,#2E618C,0.752525252525253,0.449620954752098,115,1
0.1932,#2E618C,0.853535353535354,0.480517635706017,115,1
0.1932,#2E618C,0.954545454545455,0.519508926711573,115,1
0.22,#428AC2,0.0454545454545455,0.208051596328912,116,1
0.22,#428AC2,0.146464646464646,0.265381561010767,116,1
0.22,#428AC2,0.247474747474748,0.323033377692338,116,1
0.22,#428AC2,0.348484848484849,0.370967414715056,116,1
0.22,#428AC2,0.44949494949495,0.468915995643756,116,1
0.22,#428AC2,0.550505050505051,0.513436919919199,116,1
0.22,#428AC2,0.651515151515152,0.557798051061864,116,1
0.22,#428AC2,0.752525252525253,0.622756742455301,116,1
0.22,#428AC2,0.853535353535354,0.686562460587453,116,1
0.22,#428AC2,0.954545454545455,0.749101157219597,116,1
0.2004,#316795,0.0454545454545455,0.181428667934006,117,1
0.2004,#316795,0.146464646464646,0.214294339152584,117,1
0.2004,#316795,0.247474747474748,0.280588237802018,117,1
0.2004,#316795,0.348484848484849,0.333924630297418,117,1
0.2004,#316795,0.44949494949495,0.379541527027086,117,1
0.2004,#316795,0.550505050505051,0.409140409039834,117,1
0.2004,#316795,0.651515151515152,0.457733925432442,117,1
0.2004,#316795,0.752525252525253,0.4979168300132,117,1
0.2004,#316795,0.853535353535354,0.513673799885037,117,1
0.2004,#316795,0.954545454545455,0.558001536320772,117,1
0.196,#2E608B,0.0454545454545455,0.175651706427666,118,1
0.196,#2E608B,0.146464646464646,0.198327128070651,118,1
0.196,#2E608B,0.247474747474748,0.244728233415362,118,1
0.196,#2E608B,0.348484848484849,0.265518540282865,118,1
0.196,#2E608B,0.44949494949495,0.314319752265083,118,1
0.196,#2E608B,0.550505050505051,0.376040379687565,118,1
0.196,#2E608B,0.651515151515152,0.415740884123439,118,1
0.196,#2E608B,0.752525252525253,0.450158433661609,118,1
0.196,#2E608B,0.853535353535354,0.499910815723891,118,1
0.196,#2E608B,0.954545454545455,0.516874947602854,118,1
0.228,#2D5E88,0.0454545454545455,0.218976929123464,119,1
0.228,#2D5E88,0.146464646464646,0.259913177790486,119,1
0.228,#2D5E88,0.247474747474748,0.289796541183968,119,1
0.228,#2D5E88,0.348484848484849,0.314235969484087,119,1
0.228,#2D5E88,0.44949494949495,0.348878660003836,119,1
0.228,#2D5E88,0.550505050505051,0.379666238580288,119,1
0.228,#2D5E88,0.651515151515152,0.420301896427333,119,1
0.228,#2D5E88,0.752525252525253,0.441634237303758,119,1
0.228,#2D5E88,0.853535353535354,0.476796267765999,119,1
0.228,#2D5E88,0.954545454545455,0.505980304387809,119,1
0.2072,#234A6D,0.0454545454545455,0.190598282669924,120,1
0.2072,#234A6D,0.146464646464646,0.204117067444,120,1
0.2072,#234A6D,0.247474747474748,0.224188786744998,120,1
0.2072,#234A6D,0.348484848484849,0.248140696151135,120,1
0.2072,#234A6D,0.44949494949495,0.287821651240732,120,1
0.2072,#234A6D,0.550505050505051,0.311058355430258,120,1
0.2072,#234A6D,0.651515151515152,0.308918349850803,120,1
0.2072,#234A6D,0.752525252525253,0.327624795949495,120,1
0.2072,#234A6D,0.853535353535354,0.379201038731791,120,1
0.2072,#234A6D,0.954545454545455,0.385908633412959,120,1
0.2048,#336C9A,0.0454545454545455,0.187706227712479,121,1
0.2048,#336C9A,0.146464646464646,0.246349920442769,121,1
0.2048,#336C9A,0.247474747474748,0.275563981918513,121,1
0.2048,#336C9A,0.348484848484849,0.327216907150123,121,1
0.2048,#336C9A,0.44949494949495,0.348716842359997,121,1
0.2048,#336C9A,0.550505050505051,0.405057862530171,121,1
0.2048,#336C9A,0.651515151515152,0.43883411466804,121,1
0.2048,#336C9A,0.752525252525253,0.483887978530911,121,1
0.2048,#336C9A,0.853535353535354,0.538171398748261,121,1
0.2048,#336C9A,0.954545454545455,0.582552671672472,121,1
0.1508,#2F628E,0.0454545454545455,0.114587867983988,122,1
0.1508,#2F628E,0.146464646464646,0.15703893779477,122,1
0.1508,#2F628E,0.247474747474748,0.214600995166841,122,1
0.1508,#2F628E,0.348484848484849,0.257853006974113,122,1
0.1508,#2F628E,0.44949494949495,0.311498249452301,122,1
0.1508,#2F628E,0.550505050505051,0.349202112482265,122,1
0.1508,#2F628E,0.651515151515152,0.377882169180798,122,1
0.1508,#2F628E,0.752525252525253,0.432336815272561,122,1
0.1508,#2F628E,0.853535353535354,0.49888646831145,122,1
0.1508,#2F628E,0.954545454545455,0.528571065071292,122,1
0.2212,#336C9A,0.0454545454545455,0.209809272084366,123,1
0.2212,#336C9A,0.146464646464646,0.245983755046279,123,1
0.2212,#336C9A,0.247474747474748,0.288132641288628,123,1
0.2212,#336C9A,0.348484848484849,0.33743506978476,123,1
0.2212,#336C9A,0.44949494949495,0.36772797846057,123,1
0.2212,#336C9A,0.550505050505051,0.394135633421245,123,1
0.2212,#336C9A,0.651515151515152,0.450099851552973,123,1
0.2212,#336C9A,0.752525252525253,0.52112411897775,123,1
0.2212,#336C9A,0.853535353535354,0.541558947193262,123,1
0.2212,#336C9A,0.954545454545455,0.582825926643657,123,1
0.2188,#275379,0.0454545454545455,0.206394901203557,124,1
0.2188,#275379,0.146464646464646,0.238846396854566,124,1
0.2188,#275379,0.247474747474748,0.249914865436572,124,1
0.2188,#275379,0.348484848484849,0.290189240539566,124,1
0.2188,#275379,0.44949494949495,0.299608866575199,124,1
0.2188,#275379,0.550505050505051,0.348502267056274,124,1
0.2188,#275379,0.651515151515152,0.367500899809428,124,1
0.2188,#275379,0.752525252525253,0.404572288148432,124,1
0.2188,#275379,0.853535353535354,0.419013923526907,124,1
0.2188,#275379,0.954545454545455,0.438335907957314,124,1
0.2468,#265075,0.0454545454545455,0.244635698659,125,1
0.2468,#265075,0.146464646464646,0.265864387062144,125,1
0.2468,#265075,0.247474747474748,0.292328770985725,125,1
0.2468,#265075,0.348484848484849,0.309292925774182,125,1
0.2468,#265075,0.44949494949495,0.326558284166895,125,1
0.2468,#265075,0.550505050505051,0.343832449051569,125,1
0.2468,#265075,0.651515151515152,0.372776304838824,125,1
0.2468,#265075,0.752525252525253,0.377667364254307,125,1
0.2468,#265075,0.853535353535354,0.407013420976227,125,1
0.2468,#265075,0.954545454545455,0.422456127598003,125,1
0.1816,#214769,0.0454545454545455,0.156302320793275,126,1
0.1816,#214769,0.146464646464646,0.165424607142866,126,1
0.1816,#214769,0.247474747474748,0.221207008589162,126,1
0.1816,#214769,0.348484848484849,0.23345897506529,126,1
0.1816,#214769,0.44949494949495,0.243635248181674,126,1
0.1816,#214769,0.550505050505051,0.278639335245691,126,1
0.1816,#214769,0.651515151515152,0.300785255846598,126,1
0.1816,#214769,0.752525252525253,0.33822020091478,126,1
0.1816,#214769,0.853535353535354,0.367892309362166,126,1
0.1816,#214769,0.954545454545455,0.361603269962682,126,1
0.2444,#346D9B,0.0454545454545455,0.241269154404518,127,1
0.2444,#346D9B,0.146464646464646,0.290545354746167,127,1
0.2444,#346D9B,0.247474747474748,0.340970370547195,127,1
0.2444,#346D9B,0.348484848484849,0.393205220571615,127,1
0.2444,#346D9B,0.44949494949495,0.424987687131089,127,1
0.2444,#346D9B,0.550505050505051,0.446826967238376,127,1
0.2444,#346D9B,0.651515151515152,0.487882754038926,127,1
0.2444,#346D9B,0.752525252525253,0.517537296398369,127,1
0.2444,#346D9B,0.853535353535354,0.56436543232075,127,1
0.2444,#346D9B,0.954545454545455,0.586824988386595,127,1
0.2492,#346D9C,0.0454545454545455,0.247995399949415,128,1
0.2492,#346D9C,0.146464646464646,0.293674818146277,128,1
0.2492,#346D9C,0.247474747474748,0.320796873064378,128,1
0.2492,#346D9C,0.348484848484849,0.368013629562514,128,1
0.2492,#346D9C,0.44949494949495,0.400209246993496,128,1
0.2492,#346D9C,0.550505050505051,0.436152415388504,128,1
0.2492,#346D9C,0.651515151515152,0.454299578579609,128,1
0.2492,#346D9C,0.752525252525253,0.491667231648601,128,1
0.2492,#346D9C,0.853535353535354,0.527116925059945,128,1
0.2492,#346D9C,0.954545454545455,0.589666713212171,128,1
0.1,#204465,0.0454545454545455,0.0454545454545455,129,1
0.1,#204465,0.146464646464646,0.0992771343782132,129,1
0.1,#204465,0.247474747474748,0.115625871040304,129,1
0.1,#204465,0.348484848484849,0.188943222938298,129,1
0.1,#204465,0.44949494949495,0.214430824124557,129,1
0.1,#204465,0.550505050505051,0.230166125870071,129,1
0.1,#204465,0.651515151515152,0.276802385299596,129,1
0.1,#204465,0.752525252525253,0.304311422052024,129,1
0.1,#204465,0.853535353535354,0.343678959754828,129,1
0.1,#204465,0.954545454545455,0.350106459333996,129,1
0.2168,#3B7CB0,0.0454545454545455,0.204024235573448,130,1
0.2168,#3B7CB0,0.146464646464646,0.253380537101749,130,1
0.2168,#3B7CB0,0.247474747474748,0.3051308374978,130,1
0.2168,#3B7CB0,0.348484848484849,0.372552098795162,130,1
0.2168,#3B7CB0,0.44949494949495,0.430074207815513,130,1
0.2168,#3B7CB0,0.550505050505051,0.48645308541274,130,1
0.2168,#3B7CB0,0.651515151515152,0.52696423267899,130,1
0.2168,#3B7CB0,0.752525252525253,0.570344370336324,130,1
0.2168,#3B7CB0,0.853535353535354,0.621596514030356,130,1
0.2168,#3B7CB0,0.954545454545455,0.673938087080528,130,1
0.1764,#2A5982,0.0454545454545455,0.148993491002597,131,1
0.1764,#2A5982,0.146464646464646,0.183972993451358,131,1
0.1764,#2A5982,0.247474747474748,0.215790442884377,131,1
0.1764,#2A5982,0.348484848484849,0.266838203142297,131,1
0.1764,#2A5982,0.44949494949495,0.284428590893791,131,1
0.1764,#2A5982,0.550505050505051,0.333518632682812,131,1
0.1764,#2A5982,0.651515151515152,0.378568558925805,131,1
0.1764,#2A5982,0.752525252525253,0.407576395429865,131,1
0.1764,#2A5982,0.853535353535354,0.435228562517629,131,1
0.1764,#2A5982,0.954545454545455,0.476177375962505,131,1
0.2104,#2B5C84,0.0454545454545455,0.194907290876448,132,1
0.2104,#2B5C84,0.146464646464646,0.223853836274967,132,1
0.2104,#2B5C84,0.247474747474748,0.25557396133354,132,1
0.2104,#2B5C84,0.348484848484849,0.290811062168961,132,1
0.2104,#2B5C84,0.44949494949495,0.310708877606949,132,1
0.2104,#2B5C84,0.550505050505051,0.355369948531141,132,1
0.2104,#2B5C84,0.651515151515152,0.407915207349378,132,1
0.2104,#2B5C84,0.752525252525253,0.428780679852009,132,1
0.2104,#2B5C84,0.853535353535354,0.459379131010968,132,1
0.2104,#2B5C84,0.954545454545455,0.488477790619163,132,1
0.2416,#2D608B,0.0454545454545455,0.237667234805225,133,1
0.2416,#2D608B,0.146464646464646,0.255726183437778,133,1
0.2416,#2D608B,0.247474747474748,0.280460792120433,133,1
0.2416,#2D608B,0.348484848484849,0.297674614588413,133,1
0.2416,#2D608B,0.44949494949495,0.342808933379102,133,1
0.2416,#2D608B,0.550505050505051,0.387661334124392,133,1
0.2416,#2D608B,0.651515151515152,0.405736835106098,133,1
0.2416,#2D608B,0.752525252525253,0.453586550820994,133,1
0.2416,#2D608B,0.853535353535354,0.480549965038872,133,1
0.2416,#2D608B,0.954545454545455,0.51471670462631,133,1
0.1564,#2B5B84,0.0454545454545455,0.12215080332881,134,1
0.1564,#2B5B84,0.146464646464646,0.147530192113091,134,1
0.1564,#2B5B84,0.247474747474748,0.219093397129262,134,1
0.1564,#2B5B84,0.348484848484849,0.240871588009642,134,1
0.1564,#2B5B84,0.44949494949495,0.277449040626603,134,1
0.1564,#2B5B84,0.550505050505051,0.327617547201495,134,1
0.1564,#2B5B84,0.651515151515152,0.365649814726269,134,1
0.1564,#2B5B84,0.752525252525253,0.396096723536603,134,1
0.1564,#2B5B84,0.853535353535354,0.424993698592917,134,1
0.1564,#2B5B84,0.954545454545455,0.486161034568802,134,1
0.2072,#2E618B,0.0454545454545455,0.190874163162589,135,1
0.2072,#2E618B,0.146464646464646,0.226562557957002,135,1
0.2072,#2E618B,0.247474747474748,0.249781308748696,135,1
0.2072,#2E618B,0.348484848484849,0.273558748969328,135,1
0.2072,#2E618B,0.44949494949495,0.328485374544396,135,1
0.2072,#2E618B,0.550505050505051,0.381932285691603,135,1
0.2072,#2E618B,0.651515151515152,0.406455766190543,135,1
0.2072,#2E618B,0.752525252525253,0.433432642639258,135,1
0.2072,#2E618B,0.853535353535354,0.472241078567822,135,1
0.2072,#2E618B,0.954545454545455,0.517612990206964,135,1
0.232,#2B5A83,0.0454545454545455,0.224394680008822,136,1
0.232,#2B5A83,0.146464646464646,0.249052746776042,136,1
0.232,#2B5A83,0.247474747474748,0.273019869306176,136,1
0.232,#2B5A83,0.348484848484849,0.326153297251831,136,1
0.232,#2B5A83,0.44949494949495,0.336262648586222,136,1
0.232,#2B5A83,0.550505050505051,0.345060365439022,136,1
0.232,#2B5A83,0.651515151515152,0.38555616739899,136,1
0.232,#2B5A83,0.752525252525253,0.419823705104837,136,1
0.232,#2B5A83,0.853535353535354,0.448874702561478,136,1
0.232,#2B5A83,0.954545454545455,0.482968227142947,136,1
0.192,#2A5880,0.0454545454545455,0.170062833982504,137,1
0.192,#2A5880,0.146464646464646,0.196878387030127,137,1
0.192,#2A5880,0.247474747474748,0.248308027004033,137,1
0.192,#2A5880,0.348484848484849,0.265935068405356,137,1
0.192,#2A5880,0.44949494949495,0.309487814412605,137,1
0.192,#2A5880,0.550505050505051,0.344944602530298,137,1
0.192,#2A5880,0.651515151515152,0.38079904532147,137,1
0.192,#2A5880,0.752525252525253,0.408750893337125,137,1
0.192,#2A5880,0.853535353535354,0.460711394825842,137,1
0.192,#2A5880,0.954545454545455,0.469479241309505,137,1
0.2588,#3978AA,0.0454545454545455,0.26103651826448,138,1
0.2588,#3978AA,0.146464646464646,0.299930771252812,138,1
0.2588,#3978AA,0.247474747474748,0.354918932675913,138,1
0.2588,#3978AA,0.348484848484849,0.386905924127548,138,1
0.2588,#3978AA,0.44949494949495,0.435381562957474,138,1
0.2588,#3978AA,0.550505050505051,0.468719405379105,138,1
0.2588,#3978AA,0.651515151515152,0.515776492047278,138,1
0.2588,#3978AA,0.752525252525253,0.566741085139981,138,1
0.2588,#3978AA,0.853535353535354,0.613839609996166,138,1
0.2588,#3978AA,0.954545454545455,0.64982491176244,138,1
0.2176,#326A98,0.0454545454545455,0.204909480734753,139,1
0.2176,#326A98,0.146464646464646,0.237796289078201,139,1
0.2176,#326A98,0.247474747474748,0.285645562991404,139,1
0.2176,#326A98,0.348484848484849,0.343466946644727,139,1
0.2176,#326A98,0.44949494949495,0.378545616422737,139,1
0.2176,#326A98,0.550505050505051,0.417433011337313,139,1
0.2176,#326A98,0.651515151515152,0.453181470209918,139,1
0.2176,#326A98,0.752525252525253,0.478375219043868,139,1
0.2176,#326A98,0.853535353535354,0.536579315300811,139,1
0.2176,#326A98,0.954545454545455,0.571871584845821,139,1
0.2588,#3875A7,0.0454545454545455,0.260721920964975,140,1
0.2588,#3875A7,0.146464646464646,0.301664786445368,140,1
0.2588,#3875A7,0.247474747474748,0.324821723712957,140,1
0.2588,#3875A7,0.348484848484849,0.392408848588786,140,1
0.2588,#3875A7,0.44949494949495,0.449415235547095,140,1
0.2588,#3875A7,0.550505050505051,0.484095007744436,140,1
0.2588,#3875A7,0.651515151515152,0.498451988341848,140,1
0.2588,#3875A7,0.752525252525253,0.574156930660966,140,1
0.2588,#3875A7,0.853535353535354,0.602872818169583,140,1
0.2588,#3875A7,0.954545454545455,0.635958024873546,140,1
0.2356,#3A7AAD,0.0454545454545455,0.229330755508949,141,1
0.2356,#3A7AAD,0.146464646464646,0.291200016628035,141,1
0.2356,#3A7AAD,0.247474747474748,0.3350677393633,141,1
0.2356,#3A7AAD,0.348484848484849,0.379752040019777,141,1
0.2356,#3A7AAD,0.44949494949495,0.439370748161667,141,1
0.2356,#3A7AAD,0.550505050505051,0.500858260103748,141,1
0.2356,#3A7AAD,0.651515151515152,0.545627048961001,141,1
0.2356,#3A7AAD,0.752525252525253,0.5901112594215,141,1
0.2356,#3A7AAD,0.853535353535354,0.640110477856046,141,1
0.2356,#3A7AAD,0.954545454545455,0.662496672367364,141,1
0.1724,#3875A7,0.0454545454545455,0.143625586253456,142,1
0.1724,#3875A7,0.146464646464646,0.188563575389199,142,1
0.1724,#3875A7,0.247474747474748,0.238131704644998,142,1
0.1724,#3875A7,0.348484848484849,0.311665558853749,142,1
0.1724,#3875A7,0.44949494949495,0.34245586062543,142,1
0.1724,#3875A7,0.550505050505051,0.398831195997112,142,1
0.1724,#3875A7,0.651515151515152,0.445526676926254,142,1
0.1724,#3875A7,0.752525252525253,0.498711085735318,142,1
0.1724,#3875A7,0.853535353535354,0.57811471461178,142,1
0.1724,#3875A7,0.954545454545455,0.633996948137218,142,1
0.1768,#254F73,0.0454545454545455,0.149612367375871,143,1
0.1768,#254F73,0.146464646464646,0.165353185272678,143,1
0.1768,#254F73,0.247474747474748,0.214055333459671,143,1
0.1768,#254F73,0.348484848484849,0.231872873895731,143,1
0.1768,#254F73,0.44949494949495,0.264855495703823,143,1
0.1768,#254F73,0.550505050505051,0.299962037410725,143,1
0.1768,#254F73,0.651515151515152,0.318830076792582,143,1
0.1768,#254F73,0.752525252525253,0.367452725785811,143,1
0.1768,#254F73,0.853535353535354,0.395691244731723,143,1
0.1768,#254F73,0.954545454545455,0.413093438277905,143,1
0.174,#2B5C84,0.0454545454545455,0.145721601666151,144,1
0.174,#2B5C84,0.146464646464646,0.175816259374466,144,1
0.174,#2B5C84,0.247474747474748,0.214525599185881,144,1
0.174,#2B5C84,0.348484848484849,0.263195430718609,144,1
0.174,#2B5C84,0.44949494949495,0.296290065117233,144,1
0.174,#2B5C84,0.550505050505051,0.34763234812383,144,1
0.174,#2B5C84,0.651515151515152,0.356371050326559,144,1
0.174,#2B5C84,0.752525252525253,0.418870679980963,144,1
0.174,#2B5C84,0.853535353535354,0.448960150036519,144,1
0.174,#2B5C84,0.954545454545455,0.488375420359537,144,1
0.2424,#336C9A,0.0454545454545455,0.238573741866402,145,1
0.2424,#336C9A,0.146464646464646,0.276354101223086,145,1
0.2424,#336C9A,0.247474747474748,0.328752464232976,145,1
0.2424,#336C9A,0.348484848484849,0.354577372693981,145,1
0.2424,#336C9A,0.44949494949495,0.399931379640233,145,1
0.2424,#336C9A,0.550505050505051,0.418897583209937,145,1
0.2424,#336C9A,0.651515151515152,0.443609349429693,145,1
0.2424,#336C9A,0.752525252525253,0.487398444670857,145,1
0.2424,#336C9A,0.853535353535354,0.519606500911462,145,1
0.2424,#336C9A,0.954545454545455,0.580345075438516,145,1
0.2236,#346D9B,0.0454545454545455,0.212847194812212,146,1
0.2236,#346D9B,0.146464646464646,0.271284916406151,146,1
0.2236,#346D9B,0.247474747474748,0.299161088025187,146,1
0.2236,#346D9B,0.348484848484849,0.342015356136685,146,1
0.2236,#346D9B,0.44949494949495,0.384811018168319,146,1
0.2236,#346D9B,0.550505050505051,0.44811533324671,146,1
0.2236,#346D9B,0.651515151515152,0.476700576427439,146,1
0.2236,#346D9B,0.752525252525253,0.531501413723232,146,1
0.2236,#346D9B,0.853535353535354,0.565456310104872,146,1
0.2236,#346D9B,0.954545454545455,0.587737843809877,146,1
0.2132,#316794,0.0454545454545455,0.198829520967165,147,1
0.2132,#316794,0.146464646464646,0.237872606532971,147,1
0.2132,#316794,0.247474747474748,0.27390382461018,147,1
0.2132,#316794,0.348484848484849,0.294506528845047,147,1
0.2132,#316794,0.44949494949495,0.370189905029335,147,1
0.2132,#316794,0.550505050505051,0.37304542722141,147,1
0.2132,#316794,0.651515151515152,0.419706145037966,147,1
0.2132,#316794,0.752525252525253,0.472669594558275,147,1
0.2132,#316794,0.853535353535354,0.526843458833761,147,1
0.2132,#316794,0.954545454545455,0.55516123804385,147,1
0.2072,#244E72,0.0454545454545455,0.190640945145792,148,1
0.2072,#244E72,0.146464646464646,0.222666735251844,148,1
0.2072,#244E72,0.247474747474748,0.234956730034932,148,1
0.2072,#244E72,0.348484848484849,0.250580970405917,148,1
0.2072,#244E72,0.44949494949495,0.286052393696319,148,1
0.2072,#244E72,0.550505050505051,0.301739854999205,148,1
0.2072,#244E72,0.651515151515152,0.353556359546365,148,1
0.2072,#244E72,0.752525252525253,0.354239350851237,148,1
0.2072,#244E72,0.853535353535354,0.375877249327179,148,1
0.2072,#244E72,0.954545454545455,0.407854647026229,148,1
0.1968,#2D5F89,0.0454545454545455,0.176566496366393,149,1
0.1968,#2D5F89,0.146464646464646,0.215544720971526,149,1
0.1968,#2D5F89,0.247474747474748,0.244635691260291,149,1
0.1968,#2D5F89,0.348484848484849,0.297958820954933,149,1
0.1968,#2D5F89,0.44949494949495,0.342543947941051,149,1
0.1968,#2D5F89,0.550505050505051,0.370870165372434,149,1
0.1968,#2D5F89,0.651515151515152,0.400556547598808,149,1
0.1968,#2D5F89,0.752525252525253,0.436614549744435,149,1
0.1968,#2D5F89,0.853535353535354,0.500146368380854,149,1
0.1968,#2D5F89,0.954545454545455,0.509940946388828,149,1
0.2068,#336A98,0.0454545454545455,0.190444205555524,150,1
0.2068,#336A98,0.146464646464646,0.202254728094186,150,1
0.2068,#336A98,0.247474747474748,0.273161327577658,150,1
0.2068,#336A98,0.348484848484849,0.315270385298225,150,1
0.2068,#336A98,0.44949494949495,0.344081748873066,150,1
0.2068,#336A98,0.550505050505051,0.397754606248243,150,1
0.2068,#336A98,0.651515151515152,0.448199193085649,150,1
0.2068,#336A98,0.752525252525253,0.49682755400345,150,1
0.2068,#336A98,0.853535353535354,0.524835525442447,150,1
0.2068,#336A98,0.954545454545455,0.57371288608985,150,1
0.18,#152F49,0.0454545454545455,0.153856926003341,151,1
0.18,#152F49,0.146464646464646,0.170558920170246,151,1
0.18,#152F49,0.247474747474748,0.162988813390944,151,1
0.18,#152F49,0.348484848484849,0.168898361061505,151,1
0.18,#152F49,0.44949494949495,0.191906352980728,151,1
0.18,#152F49,0.550505050505051,0.189141856087858,151,1
0.18,#152F49,0.651515151515152,0.183326935774929,151,1
0.18,#152F49,0.752525252525253,0.20703065380011,151,1
0.18,#152F49,0.853535353535354,0.199589810077797,151,1
0.18,#152F49,0.954545454545455,0.215563078833083,151,1
0.1544,#3672A2,0.0454545454545455,0.119073433436503,152,1
0.1544,#3672A2,0.146464646464646,0.160153768139004,152,1
0.1544,#3672A2,0.247474747474748,0.216074448030641,152,1
0.1544,#3672A2,0.348484848484849,0.277882540614953,152,1
0.1544,#3672A2,0.44949494949495,0.328995044657496,152,1
0.1544,#3672A2,0.550505050505051,0.379320824215873,152,1
0.1544,#3672A2,0.651515151515152,0.440807736035561,152,1
0.1544,#3672A2,0.752525252525253,0.489622923185646,152,1
0.1544,#3672A2,0.853535353535354,0.540539923001135,152,1
0.1544,#3672A2,0.954545454545455,0.6167762553149,152,1
0.254,#3D7FB4,0.0454545454545455,0.254136718139221,153,1
0.254,#3D7FB4,0.146464646464646,0.285728206223836,153,1
0.254,#3D7FB4,0.247474747474748,0.337924284734213,153,1
0.254,#3D7FB4,0.348484848484849,0.416225366994353,153,1
0.254,#3D7FB4,0.44949494949495,0.449864735315087,153,1
0.254,#3D7FB4,0.550505050505051,0.485147845948438,153,1
0.254,#3D7FB4,0.651515151515152,0.552822667867091,153,1
0.254,#3D7FB4,0.752525252525253,0.588151024573573,153,1
0.254,#3D7FB4,0.853535353535354,0.637941534219184,153,1
0.254,#3D7FB4,0.954545454545455,0.690528589886979,153,1
